id,time_id,Time_Date,Time_Year,Time_Month,Time_Day,site_id,Site_Name,Site_Location,project_id,Project_Name,Project_Status
868,868,2023-07-29 10:11:49.136371,2023,7,29,17,Sidrap,NTT,2,Capacity Expansion Beta,Feasibility Study
869,869,2023-06-17 13:28:49.136371,2023,6,17,16,Tambak Lorok,Sulawesi Utara,3,New Renewable Hub Gamma,In Progress
870,870,2024-06-18 18:25:49.136371,2024,6,18,2,Cirata,Jawa Barat,1,Grid Modernization Alpha,Planning
871,871,2023-07-26 04:03:49.136371,2023,7,26,2,Cirata,Jawa Barat,4,Rural Electrification Delta,On Hold
872,872,2023-08-29 23:55:49.136371,2023,8,29,24,Rantau Dedap,Jawa Barat,5,Efficiency Upgrade Epsilon,Completed
873,873,2025-03-22 11:24:49.136371,2025,3,22,13,Tanjung Jati B,Jawa Barat,4,Rural Electrification Delta,On Hold
874,874,2024-03-17 07:21:49.136371,2024,3,17,20,Gunung Salak,Sulawesi Selatan,1,Grid Modernization Alpha,Planning
875,875,2023-12-13 01:25:49.136371,2023,12,13,5,Darajat,Sulawesi Utara,6,Maintenance Overhaul Zeta,Cancelled
876,876,2024-08-07 09:43:49.136371,2024,8,7,5,Darajat,Sulawesi Utara,6,Maintenance Overhaul Zeta,Cancelled
877,877,2024-08-02 04:13:49.136371,2024,8,2,17,Sidrap,NTT,3,New Renewable Hub Gamma,In Progress
878,878,2025-01-12 15:21:49.136371,2025,1,12,11,Paiton,Sumatera Selatan,1,Grid Modernization Alpha,Planning
879,879,2024-02-07 18:34:49.136371,2024,2,7,10,Mataloko,Lampung,5,Efficiency Upgrade Epsilon,Completed
880,880,2024-05-16 04:12:49.136371,2024,5,16,24,Rantau Dedap,Jawa Barat,6,Maintenance Overhaul Zeta,Cancelled
881,881,2023-12-29 16:14:49.136371,2023,12,29,5,Darajat,Sulawesi Utara,3,New Renewable Hub Gamma,In Progress
882,882,2024-10-03 19:55:49.136371,2024,10,3,5,Darajat,Sulawesi Utara,3,New Renewable Hub Gamma,In Progress
883,883,2024-04-20 10:53:49.136371,2024,4,20,5,Darajat,Sulawesi Utara,3,New Renewable Hub Gamma,In Progress
884,884,2024-10-20 16:23:49.136371,2024,10,20,8,Lahendong,DKI Jakarta,2,Capacity Expansion Beta,Feasibility Study
885,885,2023-12-01 15:33:49.136371,2023,12,1,16,Tambak Lorok,Sulawesi Utara,1,Grid Modernization Alpha,Planning
886,886,2024-01-25 02:22:49.136371,2024,1,25,20,Gunung Salak,Sulawesi Selatan,6,Maintenance Overhaul Zeta,Cancelled
887,887,2024-06-07 19:15:49.136371,2024,6,7,18,Jeneponto,Banten,3,New Renewable Hub Gamma,In Progress
888,888,2024-01-10 03:36:49.136371,2024,1,10,23,Sorik Marapi,Jawa Timur,2,Capacity Expansion Beta,Feasibility Study
889,889,2025-05-21 05:45:49.136371,2025,5,21,16,Tambak Lorok,Sulawesi Utara,3,New Renewable Hub Gamma,In Progress
890,890,2024-05-18 01:36:49.136371,2024,5,18,4,Kamojang,Sumatera Utara,3,New Renewable Hub Gamma,In Progress
891,891,2024-06-17 13:17:49.136371,2024,6,17,12,Suralaya,Jawa Timur,4,Rural Electrification Delta,On Hold
892,892,2023-09-06 13:39:49.136371,2023,9,6,24,Rantau Dedap,Jawa Barat,1,Grid Modernization Alpha,Planning
893,893,2025-01-20 18:57:49.136371,2025,1,20,14,Grati,Jawa Tengah,6,Maintenance Overhaul Zeta,Cancelled
894,894,2023-11-02 01:13:49.136371,2023,11,2,9,Ulumbu,Sulawesi Selatan,5,Efficiency Upgrade Epsilon,Completed
895,895,2024-05-14 10:32:49.136371,2024,5,14,14,Grati,Jawa Tengah,6,Maintenance Overhaul Zeta,Cancelled
896,896,2023-07-04 21:55:49.136371,2023,7,4,19,Likupang,DKI Jakarta,3,New Renewable Hub Gamma,In Progress
897,897,2023-12-04 18:17:49.136371,2023,12,4,15,Muara Karang,Sumatera Utara,3,New Renewable Hub Gamma,In Progress
898,898,2024-12-04 15:50:49.136371,2024,12,4,12,Suralaya,Jawa Timur,2,Capacity Expansion Beta,Feasibility Study
899,899,2024-08-04 14:24:49.136371,2024,8,4,15,Muara Karang,Sumatera Utara,3,New Renewable Hub Gamma,In Progress
900,900,2024-04-25 23:33:49.136371,2024,4,25,19,Likupang,DKI Jakarta,4,Rural Electrification Delta,On Hold
901,901,2024-10-01 01:33:49.136371,2024,10,1,15,Muara Karang,Sumatera Utara,4,Rural Electrification Delta,On Hold
902,902,2023-07-23 11:52:49.136371,2023,7,23,9,Ulumbu,Sulawesi Selatan,5,Efficiency Upgrade Epsilon,Completed
903,903,2023-12-17 08:12:49.136371,2023,12,17,17,Sidrap,NTT,1,Grid Modernization Alpha,Planning
904,904,2024-02-04 13:38:49.136371,2024,2,4,17,Sidrap,NTT,1,Grid Modernization Alpha,Planning
905,905,2024-12-31 19:57:49.136371,2024,12,31,19,Likupang,DKI Jakarta,6,Maintenance Overhaul Zeta,Cancelled
906,906,2024-11-24 00:53:49.136371,2024,11,24,22,Dieng,Sumatera Selatan,2,Capacity Expansion Beta,Feasibility Study
907,907,2024-03-27 18:06:49.136371,2024,3,27,1,Karangkates,Jawa Timur,2,Capacity Expansion Beta,Feasibility Study
908,908,2023-10-17 20:42:49.136371,2023,10,17,24,Rantau Dedap,Jawa Barat,1,Grid Modernization Alpha,Planning
909,909,2025-04-30 10:33:49.136371,2025,4,30,3,Saguling,Jawa Tengah,1,Grid Modernization Alpha,Planning
910,910,2023-12-26 14:55:49.136371,2023,12,26,25,Muara Laboh,Jawa Tengah,2,Capacity Expansion Beta,Feasibility Study
911,911,2024-01-12 21:13:49.136371,2024,1,12,18,Jeneponto,Banten,2,Capacity Expansion Beta,Feasibility Study
912,912,2023-09-07 00:31:49.136371,2023,9,7,23,Sorik Marapi,Jawa Timur,2,Capacity Expansion Beta,Feasibility Study
913,913,2023-08-01 23:40:49.136371,2023,8,1,19,Likupang,DKI Jakarta,4,Rural Electrification Delta,On Hold
914,914,2024-12-04 12:12:49.136371,2024,12,4,8,Lahendong,DKI Jakarta,3,New Renewable Hub Gamma,In Progress
915,915,2025-01-04 07:25:49.136371,2025,1,4,24,Rantau Dedap,Jawa Barat,3,New Renewable Hub Gamma,In Progress
916,916,2024-10-27 02:20:49.136371,2024,10,27,4,Kamojang,Sumatera Utara,5,Efficiency Upgrade Epsilon,Completed
917,917,2024-04-10 21:31:49.136371,2024,4,10,1,Karangkates,Jawa Timur,5,Efficiency Upgrade Epsilon,Completed
918,918,2024-08-06 15:06:49.136371,2024,8,6,1,Karangkates,Jawa Timur,5,Efficiency Upgrade Epsilon,Completed
919,919,2025-05-22 16:52:49.136371,2025,5,22,10,Mataloko,Lampung,6,Maintenance Overhaul Zeta,Cancelled
920,920,2023-12-25 02:44:49.136371,2023,12,25,18,Jeneponto,Banten,6,Maintenance Overhaul Zeta,Cancelled
921,921,2024-10-13 14:43:49.136371,2024,10,13,9,Ulumbu,Sulawesi Selatan,4,Rural Electrification Delta,On Hold
922,922,2025-03-28 09:04:49.136371,2025,3,28,10,Mataloko,Lampung,2,Capacity Expansion Beta,Feasibility Study
923,923,2023-06-14 12:42:49.136371,2023,6,14,7,Sibayak,Banten,6,Maintenance Overhaul Zeta,Cancelled
924,924,2023-09-18 06:20:49.136371,2023,9,18,2,Cirata,Jawa Barat,5,Efficiency Upgrade Epsilon,Completed
925,925,2023-06-18 04:43:49.136371,2023,6,18,4,Kamojang,Sumatera Utara,5,Efficiency Upgrade Epsilon,Completed
926,926,2024-01-01 15:01:49.136371,2024,1,1,19,Likupang,DKI Jakarta,4,Rural Electrification Delta,On Hold
927,927,2023-06-11 03:57:49.136371,2023,6,11,4,Kamojang,Sumatera Utara,2,Capacity Expansion Beta,Feasibility Study
928,928,2024-07-29 06:28:49.136371,2024,7,29,25,Muara Laboh,Jawa Tengah,1,Grid Modernization Alpha,Planning
929,929,2023-07-14 15:39:49.136371,2023,7,14,19,Likupang,DKI Jakarta,2,Capacity Expansion Beta,Feasibility Study
930,930,2023-06-30 00:44:49.136371,2023,6,30,3,Saguling,Jawa Tengah,2,Capacity Expansion Beta,Feasibility Study
931,931,2023-06-05 04:28:49.136371,2023,6,5,18,Jeneponto,Banten,2,Capacity Expansion Beta,Feasibility Study
932,932,2025-04-26 07:50:49.136371,2025,4,26,10,Mataloko,Lampung,6,Maintenance Overhaul Zeta,Cancelled
933,933,2024-03-13 03:22:49.136371,2024,3,13,3,Saguling,Jawa Tengah,2,Capacity Expansion Beta,Feasibility Study
934,934,2023-11-13 22:26:49.136371,2023,11,13,14,Grati,Jawa Tengah,2,Capacity Expansion Beta,Feasibility Study
935,935,2023-08-09 04:11:49.136371,2023,8,9,21,Patuha,Lampung,2,Capacity Expansion Beta,Feasibility Study
936,936,2024-04-14 21:18:49.136371,2024,4,14,1,Karangkates,Jawa Timur,5,Efficiency Upgrade Epsilon,Completed
937,937,2023-07-06 04:15:49.136371,2023,7,6,21,Patuha,Lampung,5,Efficiency Upgrade Epsilon,Completed
938,938,2023-08-23 16:23:49.136371,2023,8,23,18,Jeneponto,Banten,5,Efficiency Upgrade Epsilon,Completed
939,939,2024-06-13 08:08:49.136371,2024,6,13,22,Dieng,Sumatera Selatan,2,Capacity Expansion Beta,Feasibility Study
940,940,2024-09-28 03:01:49.136371,2024,9,28,15,Muara Karang,Sumatera Utara,5,Efficiency Upgrade Epsilon,Completed
941,941,2025-03-07 07:14:49.136371,2025,3,7,7,Sibayak,Banten,1,Grid Modernization Alpha,Planning
942,942,2025-01-11 13:14:49.136371,2025,1,11,14,Grati,Jawa Tengah,3,New Renewable Hub Gamma,In Progress
943,943,2023-08-06 20:11:49.136371,2023,8,6,15,Muara Karang,Sumatera Utara,3,New Renewable Hub Gamma,In Progress
944,944,2024-08-04 15:50:49.136371,2024,8,4,8,Lahendong,DKI Jakarta,5,Efficiency Upgrade Epsilon,Completed
945,945,2023-10-25 05:21:49.136371,2023,10,25,4,Kamojang,Sumatera Utara,3,New Renewable Hub Gamma,In Progress
946,946,2024-07-18 00:15:49.136371,2024,7,18,17,Sidrap,NTT,4,Rural Electrification Delta,On Hold
947,947,2024-12-18 08:12:49.136371,2024,12,18,11,Paiton,Sumatera Selatan,4,Rural Electrification Delta,On Hold
948,948,2024-12-14 21:22:49.136371,2024,12,14,6,Wayang Windu,NTT,1,Grid Modernization Alpha,Planning
949,949,2024-02-15 01:53:49.136371,2024,2,15,18,Jeneponto,Banten,6,Maintenance Overhaul Zeta,Cancelled
950,950,2023-06-12 02:18:49.136371,2023,6,12,10,Mataloko,Lampung,1,Grid Modernization Alpha,Planning
951,951,2025-04-21 23:59:49.136371,2025,4,21,21,Patuha,Lampung,3,New Renewable Hub Gamma,In Progress
952,952,2024-12-10 22:05:49.136371,2024,12,10,13,Tanjung Jati B,Jawa Barat,6,Maintenance Overhaul Zeta,Cancelled
953,953,2023-10-29 18:04:49.136371,2023,10,29,23,Sorik Marapi,Jawa Timur,1,Grid Modernization Alpha,Planning
954,954,2023-07-18 10:59:49.136371,2023,7,18,17,Sidrap,NTT,3,New Renewable Hub Gamma,In Progress
955,955,2023-09-24 15:41:49.136371,2023,9,24,8,Lahendong,DKI Jakarta,5,Efficiency Upgrade Epsilon,Completed
956,956,2023-11-24 14:18:49.136371,2023,11,24,1,Karangkates,Jawa Timur,5,Efficiency Upgrade Epsilon,Completed
957,957,2023-07-18 03:16:49.136371,2023,7,18,19,Likupang,DKI Jakarta,5,Efficiency Upgrade Epsilon,Completed
958,958,2024-09-16 00:16:49.136371,2024,9,16,23,Sorik Marapi,Jawa Timur,3,New Renewable Hub Gamma,In Progress
959,959,2025-05-08 08:57:49.136371,2025,5,8,11,Paiton,Sumatera Selatan,3,New Renewable Hub Gamma,In Progress
960,960,2023-07-07 22:11:49.136371,2023,7,7,22,Dieng,Sumatera Selatan,3,New Renewable Hub Gamma,In Progress
961,961,2023-06-03 00:25:49.136371,2023,6,3,10,Mataloko,Lampung,4,Rural Electrification Delta,On Hold
962,962,2024-06-25 00:26:49.136371,2024,6,25,3,Saguling,Jawa Tengah,5,Efficiency Upgrade Epsilon,Completed
963,963,2024-09-11 19:31:49.136371,2024,9,11,8,Lahendong,DKI Jakarta,5,Efficiency Upgrade Epsilon,Completed
964,964,2025-05-22 19:45:49.136371,2025,5,22,22,Dieng,Sumatera Selatan,6,Maintenance Overhaul Zeta,Cancelled
965,965,2024-08-10 08:37:49.136371,2024,8,10,9,Ulumbu,Sulawesi Selatan,1,Grid Modernization Alpha,Planning
966,966,2024-06-09 05:17:49.136371,2024,6,9,10,Mataloko,Lampung,6,Maintenance Overhaul Zeta,Cancelled
967,967,2024-09-11 03:15:49.136371,2024,9,11,4,Kamojang,Sumatera Utara,6,Maintenance Overhaul Zeta,Cancelled
968,968,2024-03-21 08:18:49.136371,2024,3,21,10,Mataloko,Lampung,1,Grid Modernization Alpha,Planning
969,969,2024-05-25 19:00:49.136371,2024,5,25,12,Suralaya,Jawa Timur,5,Efficiency Upgrade Epsilon,Completed
970,970,2024-07-03 08:18:49.136371,2024,7,3,23,Sorik Marapi,Jawa Timur,3,New Renewable Hub Gamma,In Progress
971,971,2024-02-03 13:28:49.136371,2024,2,3,25,Muara Laboh,Jawa Tengah,4,Rural Electrification Delta,On Hold
972,972,2024-12-22 17:19:49.136371,2024,12,22,23,Sorik Marapi,Jawa Timur,3,New Renewable Hub Gamma,In Progress
973,973,2024-02-13 16:52:49.136371,2024,2,13,20,Gunung Salak,Sulawesi Selatan,3,New Renewable Hub Gamma,In Progress
974,974,2025-03-31 19:30:49.136371,2025,3,31,3,Saguling,Jawa Tengah,1,Grid Modernization Alpha,Planning
975,975,2024-01-29 07:23:49.136371,2024,1,29,19,Likupang,DKI Jakarta,3,New Renewable Hub Gamma,In Progress
976,976,2024-07-18 01:55:49.136371,2024,7,18,9,Ulumbu,Sulawesi Selatan,3,New Renewable Hub Gamma,In Progress
977,977,2023-10-02 04:34:49.136371,2023,10,2,25,Muara Laboh,Jawa Tengah,6,Maintenance Overhaul Zeta,Cancelled
978,978,2024-09-26 18:35:49.136371,2024,9,26,3,Saguling,Jawa Tengah,1,Grid Modernization Alpha,Planning
979,979,2024-06-22 21:18:49.136371,2024,6,22,4,Kamojang,Sumatera Utara,6,Maintenance Overhaul Zeta,Cancelled
980,980,2025-03-25 15:58:49.136371,2025,3,25,22,Dieng,Sumatera Selatan,6,Maintenance Overhaul Zeta,Cancelled
981,981,2024-07-13 18:31:49.136371,2024,7,13,1,Karangkates,Jawa Timur,5,Efficiency Upgrade Epsilon,Completed
982,982,2024-10-21 12:15:49.136371,2024,10,21,20,Gunung Salak,Sulawesi Selatan,3,New Renewable Hub Gamma,In Progress
983,983,2023-06-30 19:47:49.136371,2023,6,30,14,Grati,Jawa Tengah,6,Maintenance Overhaul Zeta,Cancelled
984,984,2025-05-19 18:05:49.136371,2025,5,19,13,Tanjung Jati B,Jawa Barat,6,Maintenance Overhaul Zeta,Cancelled
985,985,2024-05-25 16:41:49.136371,2024,5,25,9,Ulumbu,Sulawesi Selatan,3,New Renewable Hub Gamma,In Progress
986,986,2023-10-04 03:52:49.136371,2023,10,4,11,Paiton,Sumatera Selatan,4,Rural Electrification Delta,On Hold
987,987,2023-08-25 05:49:49.136371,2023,8,25,24,Rantau Dedap,Jawa Barat,2,Capacity Expansion Beta,Feasibility Study
988,988,2025-02-26 06:28:49.136371,2025,2,26,13,Tanjung Jati B,Jawa Barat,3,New Renewable Hub Gamma,In Progress
989,989,2023-12-13 03:03:49.136371,2023,12,13,12,Suralaya,Jawa Timur,6,Maintenance Overhaul Zeta,Cancelled
990,990,2023-12-30 14:03:49.136371,2023,12,30,15,Muara Karang,Sumatera Utara,6,Maintenance Overhaul Zeta,Cancelled
991,991,2024-01-28 07:27:49.136371,2024,1,28,23,Sorik Marapi,Jawa Timur,5,Efficiency Upgrade Epsilon,Completed
992,992,2024-07-06 03:34:49.136371,2024,7,6,21,Patuha,Lampung,5,Efficiency Upgrade Epsilon,Completed
993,993,2025-03-21 14:29:49.136371,2025,3,21,16,Tambak Lorok,Sulawesi Utara,4,Rural Electrification Delta,On Hold
994,994,2024-11-26 07:27:49.136371,2024,11,26,2,Cirata,Jawa Barat,1,Grid Modernization Alpha,Planning
995,995,2024-03-09 15:15:49.136371,2024,3,9,18,Jeneponto,Banten,5,Efficiency Upgrade Epsilon,Completed
996,996,2025-02-04 03:22:49.136371,2025,2,4,18,Jeneponto,Banten,2,Capacity Expansion Beta,Feasibility Study
997,997,2024-10-09 04:09:49.136371,2024,10,9,9,Ulumbu,Sulawesi Selatan,3,New Renewable Hub Gamma,In Progress
998,998,2023-10-29 20:38:49.136371,2023,10,29,21,Patuha,Lampung,5,Efficiency Upgrade Epsilon,Completed
999,999,2024-03-26 23:45:49.136371,2024,3,26,25,Muara Laboh,Jawa Tengah,6,Maintenance Overhaul Zeta,Cancelled
1000,1000,2025-03-28 02:37:49.136371,2025,3,28,9,Ulumbu,Sulawesi Selatan,2,Capacity Expansion Beta,Feasibility Study
