id,time_id,Time_Date,Time_Year,Time_Month,Time_Day,site_id,Site_Name,Site_Location,regulation_id,Regulation_Name,Regulation_Authority
763,763,2024-08-19 17:51:05.504745,2024,8,19,7,Sibayak,Banten,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
764,764,2022-11-05 20:06:05.504745,2022,11,5,16,Tambak Lorok,Sulawesi Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
765,765,2024-03-21 02:48:05.504745,2024,3,21,4,Kamojang,Sumatera Utara,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
766,766,2023-12-16 17:36:05.504745,2023,12,16,13,Tanjung Jati B,Jawa Barat,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
767,767,2024-12-29 18:27:05.504745,2024,12,29,20,Gunung Salak,Sulawesi Selatan,2,Environmental Permit No. 123/2024,Regional Environmental Agency
768,768,2022-07-07 18:12:05.504745,2022,7,7,15,Muara Karang,Sumatera Utara,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
769,769,2025-04-04 22:45:05.504745,2025,4,4,12,Suralaya,Jawa Timur,2,Environmental Permit No. 123/2024,Regional Environmental Agency
770,770,2022-11-12 13:33:05.504745,2022,11,12,22,Dieng,Sumatera Selatan,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
771,771,2022-12-06 03:01:05.504745,2022,12,6,9,Ulumbu,Sulawesi Selatan,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
772,772,2024-11-02 08:14:05.504745,2024,11,2,1,Karangkates,Jawa Timur,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
773,773,2023-07-18 14:35:05.504745,2023,7,18,18,Jeneponto,Banten,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
774,774,2024-02-17 15:16:05.504745,2024,2,17,5,Darajat,Sulawesi Utara,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
775,775,2025-01-18 17:57:05.504745,2025,1,18,13,Tanjung Jati B,Jawa Barat,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
776,776,2022-08-26 05:52:05.504745,2022,8,26,5,Darajat,Sulawesi Utara,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
777,777,2024-12-28 07:31:05.504745,2024,12,28,3,Saguling,Jawa Tengah,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
778,778,2023-04-19 06:16:05.504745,2023,4,19,11,Paiton,Sumatera Selatan,3,Safety Standard ISO 45001,National Standardization Agency
779,779,2024-06-09 11:31:05.504745,2024,6,9,11,Paiton,Sumatera Selatan,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
780,780,2023-12-30 16:31:05.504745,2023,12,30,19,Likupang,DKI Jakarta,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
781,781,2024-10-13 21:22:05.504745,2024,10,13,4,Kamojang,Sumatera Utara,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
782,782,2023-05-23 17:11:05.504745,2023,5,23,7,Sibayak,Banten,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
783,783,2022-08-20 09:17:05.504745,2022,8,20,20,Gunung Salak,Sulawesi Selatan,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
784,784,2024-06-29 22:29:05.504745,2024,6,29,24,Rantau Dedap,Jawa Barat,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
785,785,2024-06-14 15:35:05.504745,2024,6,14,21,Patuha,Lampung,6,Water Quality Standard 2023,Ministry of Environment and Forestry
786,786,2023-02-22 16:15:05.504745,2023,2,22,23,Sorik Marapi,Jawa Timur,3,Safety Standard ISO 45001,National Standardization Agency
787,787,2023-04-12 19:53:05.504745,2023,4,12,15,Muara Karang,Sumatera Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
788,788,2023-06-15 21:27:05.504745,2023,6,15,24,Rantau Dedap,Jawa Barat,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
789,789,2022-06-19 08:38:05.504745,2022,6,19,18,Jeneponto,Banten,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
790,790,2022-09-06 07:00:05.504745,2022,9,6,2,Cirata,Jawa Barat,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
791,791,2023-03-10 20:45:05.504745,2023,3,10,8,Lahendong,DKI Jakarta,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
792,792,2025-02-15 04:39:05.504745,2025,2,15,17,Sidrap,NTT,2,Environmental Permit No. 123/2024,Regional Environmental Agency
793,793,2025-03-15 11:07:05.504745,2025,3,15,6,Wayang Windu,NTT,3,Safety Standard ISO 45001,National Standardization Agency
794,794,2023-10-21 21:28:05.504745,2023,10,21,22,Dieng,Sumatera Selatan,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
795,795,2022-12-12 16:54:05.504745,2022,12,12,7,Sibayak,Banten,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
796,796,2024-07-05 04:58:05.504745,2024,7,5,10,Mataloko,Lampung,6,Water Quality Standard 2023,Ministry of Environment and Forestry
797,797,2022-08-02 00:48:05.504745,2022,8,2,12,Suralaya,Jawa Timur,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
798,798,2022-12-08 09:27:05.504745,2022,12,8,7,Sibayak,Banten,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
799,799,2023-05-05 16:04:05.504745,2023,5,5,2,Cirata,Jawa Barat,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
800,800,2024-07-04 18:32:05.504745,2024,7,4,9,Ulumbu,Sulawesi Selatan,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
801,801,2022-06-14 08:40:05.504745,2022,6,14,1,Karangkates,Jawa Timur,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
802,802,2023-08-31 17:44:05.504745,2023,8,31,20,Gunung Salak,Sulawesi Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
803,803,2023-06-22 05:55:05.504745,2023,6,22,7,Sibayak,Banten,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
804,804,2024-10-31 23:59:05.504745,2024,10,31,16,Tambak Lorok,Sulawesi Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
805,805,2023-05-17 16:21:05.504745,2023,5,17,15,Muara Karang,Sumatera Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
806,806,2024-05-17 15:11:05.504745,2024,5,17,10,Mataloko,Lampung,3,Safety Standard ISO 45001,National Standardization Agency
807,807,2022-10-18 14:49:05.504745,2022,10,18,7,Sibayak,Banten,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
808,808,2023-09-05 03:26:05.504745,2023,9,5,10,Mataloko,Lampung,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
809,809,2024-04-25 09:08:05.504745,2024,4,25,12,Suralaya,Jawa Timur,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
810,810,2024-11-28 10:39:05.504745,2024,11,28,11,Paiton,Sumatera Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
811,811,2024-10-22 20:41:05.504745,2024,10,22,10,Mataloko,Lampung,3,Safety Standard ISO 45001,National Standardization Agency
812,812,2023-06-21 20:08:05.504745,2023,6,21,2,Cirata,Jawa Barat,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
813,813,2025-04-01 11:28:05.504745,2025,4,1,14,Grati,Jawa Tengah,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
814,814,2022-12-28 00:59:05.504745,2022,12,28,22,Dieng,Sumatera Selatan,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
815,815,2024-08-02 00:14:05.504745,2024,8,2,23,Sorik Marapi,Jawa Timur,2,Environmental Permit No. 123/2024,Regional Environmental Agency
816,816,2023-10-18 09:30:05.504745,2023,10,18,21,Patuha,Lampung,6,Water Quality Standard 2023,Ministry of Environment and Forestry
817,817,2025-04-22 16:18:05.504745,2025,4,22,20,Gunung Salak,Sulawesi Selatan,2,Environmental Permit No. 123/2024,Regional Environmental Agency
818,818,2024-01-02 15:16:05.504745,2024,1,2,25,Muara Laboh,Jawa Tengah,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
819,819,2024-07-12 06:04:05.504745,2024,7,12,14,Grati,Jawa Tengah,6,Water Quality Standard 2023,Ministry of Environment and Forestry
820,820,2024-08-20 15:22:05.504745,2024,8,20,16,Tambak Lorok,Sulawesi Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
821,821,2023-08-12 16:16:05.504745,2023,8,12,25,Muara Laboh,Jawa Tengah,2,Environmental Permit No. 123/2024,Regional Environmental Agency
822,822,2024-09-17 08:53:05.504745,2024,9,17,21,Patuha,Lampung,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
823,823,2022-11-20 12:45:05.504745,2022,11,20,4,Kamojang,Sumatera Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
824,824,2023-07-03 07:11:05.504745,2023,7,3,15,Muara Karang,Sumatera Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
825,825,2023-08-09 22:44:05.504745,2023,8,9,16,Tambak Lorok,Sulawesi Utara,2,Environmental Permit No. 123/2024,Regional Environmental Agency
826,826,2023-02-07 06:26:05.504745,2023,2,7,6,Wayang Windu,NTT,3,Safety Standard ISO 45001,National Standardization Agency
827,827,2024-08-01 06:22:05.504745,2024,8,1,14,Grati,Jawa Tengah,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
828,828,2024-03-07 01:23:05.504745,2024,3,7,8,Lahendong,DKI Jakarta,6,Water Quality Standard 2023,Ministry of Environment and Forestry
829,829,2022-09-22 04:14:05.504745,2022,9,22,11,Paiton,Sumatera Selatan,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
830,830,2022-12-26 23:45:05.504745,2022,12,26,20,Gunung Salak,Sulawesi Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
831,831,2023-05-31 13:16:05.504745,2023,5,31,7,Sibayak,Banten,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
832,832,2024-06-03 11:45:05.504745,2024,6,3,16,Tambak Lorok,Sulawesi Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
833,833,2024-02-08 18:31:05.504745,2024,2,8,5,Darajat,Sulawesi Utara,2,Environmental Permit No. 123/2024,Regional Environmental Agency
834,834,2023-01-18 14:47:05.504745,2023,1,18,6,Wayang Windu,NTT,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
835,835,2023-08-28 15:42:05.504745,2023,8,28,11,Paiton,Sumatera Selatan,3,Safety Standard ISO 45001,National Standardization Agency
836,836,2023-01-01 00:24:05.504745,2023,1,1,5,Darajat,Sulawesi Utara,2,Environmental Permit No. 123/2024,Regional Environmental Agency
837,837,2023-04-21 09:27:05.504745,2023,4,21,6,Wayang Windu,NTT,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
838,838,2023-02-15 15:32:05.504745,2023,2,15,20,Gunung Salak,Sulawesi Selatan,2,Environmental Permit No. 123/2024,Regional Environmental Agency
839,839,2023-04-01 13:28:05.504745,2023,4,1,18,Jeneponto,Banten,3,Safety Standard ISO 45001,National Standardization Agency
840,840,2025-02-14 16:40:05.504745,2025,2,14,4,Kamojang,Sumatera Utara,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
841,841,2024-07-03 18:12:05.504745,2024,7,3,17,Sidrap,NTT,3,Safety Standard ISO 45001,National Standardization Agency
842,842,2023-08-21 07:50:05.504745,2023,8,21,19,Likupang,DKI Jakarta,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
843,843,2023-05-20 10:21:05.504745,2023,5,20,22,Dieng,Sumatera Selatan,3,Safety Standard ISO 45001,National Standardization Agency
844,844,2024-01-16 00:54:05.504745,2024,1,16,10,Mataloko,Lampung,6,Water Quality Standard 2023,Ministry of Environment and Forestry
845,845,2023-03-03 16:47:05.504745,2023,3,3,25,Muara Laboh,Jawa Tengah,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
846,846,2024-11-08 12:57:05.504745,2024,11,8,21,Patuha,Lampung,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
847,847,2024-04-07 17:17:05.504745,2024,4,7,2,Cirata,Jawa Barat,6,Water Quality Standard 2023,Ministry of Environment and Forestry
848,848,2022-10-25 17:59:05.504745,2022,10,25,9,Ulumbu,Sulawesi Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
849,849,2022-07-23 11:56:05.504745,2022,7,23,2,Cirata,Jawa Barat,3,Safety Standard ISO 45001,National Standardization Agency
850,850,2023-02-18 13:12:05.504745,2023,2,18,17,Sidrap,NTT,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
851,851,2023-04-14 12:17:05.504745,2023,4,14,2,Cirata,Jawa Barat,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
852,852,2022-08-19 04:18:05.504745,2022,8,19,4,Kamojang,Sumatera Utara,2,Environmental Permit No. 123/2024,Regional Environmental Agency
853,853,2023-09-27 04:23:05.504745,2023,9,27,4,Kamojang,Sumatera Utara,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
854,854,2025-04-13 20:29:05.504745,2025,4,13,11,Paiton,Sumatera Selatan,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
855,855,2024-08-29 01:04:05.504745,2024,8,29,15,Muara Karang,Sumatera Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
856,856,2023-04-25 13:57:05.504745,2023,4,25,24,Rantau Dedap,Jawa Barat,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
857,857,2025-01-30 09:46:05.504745,2025,1,30,14,Grati,Jawa Tengah,6,Water Quality Standard 2023,Ministry of Environment and Forestry
858,858,2024-11-08 16:57:05.504745,2024,11,8,21,Patuha,Lampung,6,Water Quality Standard 2023,Ministry of Environment and Forestry
859,859,2024-03-03 10:13:05.504745,2024,3,3,5,Darajat,Sulawesi Utara,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
860,860,2024-03-24 01:52:05.504745,2024,3,24,24,Rantau Dedap,Jawa Barat,6,Water Quality Standard 2023,Ministry of Environment and Forestry
861,861,2024-06-05 21:24:05.504745,2024,6,5,6,Wayang Windu,NTT,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
862,862,2022-10-11 11:38:05.504745,2022,10,11,2,Cirata,Jawa Barat,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
863,863,2024-05-22 11:10:05.504745,2024,5,22,15,Muara Karang,Sumatera Utara,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
864,864,2024-04-06 11:25:05.504745,2024,4,6,17,Sidrap,NTT,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
865,865,2023-08-02 04:53:05.504745,2023,8,2,19,Likupang,DKI Jakarta,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
866,866,2024-12-09 16:50:05.504745,2024,12,9,4,Kamojang,Sumatera Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
867,867,2023-05-26 19:21:05.504745,2023,5,26,12,Suralaya,Jawa Timur,2,Environmental Permit No. 123/2024,Regional Environmental Agency
868,868,2023-07-25 09:06:05.504745,2023,7,25,6,Wayang Windu,NTT,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
869,869,2023-09-20 14:24:05.504745,2023,9,20,5,Darajat,Sulawesi Utara,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
870,870,2024-11-26 00:16:05.504745,2024,11,26,11,Paiton,Sumatera Selatan,2,Environmental Permit No. 123/2024,Regional Environmental Agency
871,871,2025-03-24 23:24:05.504745,2025,3,24,10,Mataloko,Lampung,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
872,872,2023-06-03 08:49:05.504745,2023,6,3,19,Likupang,DKI Jakarta,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
873,873,2022-05-28 12:42:05.504745,2022,5,28,5,Darajat,Sulawesi Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
874,874,2024-11-29 21:00:05.504745,2024,11,29,25,Muara Laboh,Jawa Tengah,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
875,875,2024-08-17 19:12:05.504745,2024,8,17,6,Wayang Windu,NTT,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
876,876,2024-01-02 20:56:05.504745,2024,1,2,19,Likupang,DKI Jakarta,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
877,877,2023-11-28 02:09:05.504745,2023,11,28,5,Darajat,Sulawesi Utara,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
878,878,2024-12-20 09:49:05.504745,2024,12,20,8,Lahendong,DKI Jakarta,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
879,879,2024-02-28 09:18:05.504745,2024,2,28,1,Karangkates,Jawa Timur,2,Environmental Permit No. 123/2024,Regional Environmental Agency
880,880,2023-09-02 11:49:05.504745,2023,9,2,6,Wayang Windu,NTT,3,Safety Standard ISO 45001,National Standardization Agency
881,881,2023-02-11 18:23:05.504745,2023,2,11,24,Rantau Dedap,Jawa Barat,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
882,882,2023-11-25 13:17:05.504745,2023,11,25,7,Sibayak,Banten,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
883,883,2025-01-31 11:10:05.504745,2025,1,31,14,Grati,Jawa Tengah,3,Safety Standard ISO 45001,National Standardization Agency
884,884,2023-04-07 04:21:05.504745,2023,4,7,9,Ulumbu,Sulawesi Selatan,3,Safety Standard ISO 45001,National Standardization Agency
885,885,2023-11-27 14:24:05.504745,2023,11,27,6,Wayang Windu,NTT,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
886,886,2023-12-30 04:29:05.504745,2023,12,30,25,Muara Laboh,Jawa Tengah,6,Water Quality Standard 2023,Ministry of Environment and Forestry
887,887,2023-01-01 04:28:05.504745,2023,1,1,11,Paiton,Sumatera Selatan,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
888,888,2023-08-18 16:01:05.504745,2023,8,18,9,Ulumbu,Sulawesi Selatan,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
889,889,2023-02-24 07:47:05.504745,2023,2,24,22,Dieng,Sumatera Selatan,3,Safety Standard ISO 45001,National Standardization Agency
890,890,2023-04-19 06:57:05.504745,2023,4,19,23,Sorik Marapi,Jawa Timur,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
891,891,2024-08-22 20:25:05.504745,2024,8,22,24,Rantau Dedap,Jawa Barat,3,Safety Standard ISO 45001,National Standardization Agency
892,892,2023-07-18 12:37:05.504745,2023,7,18,8,Lahendong,DKI Jakarta,2,Environmental Permit No. 123/2024,Regional Environmental Agency
893,893,2024-11-01 20:26:05.504745,2024,11,1,13,Tanjung Jati B,Jawa Barat,2,Environmental Permit No. 123/2024,Regional Environmental Agency
894,894,2023-11-29 03:17:05.504745,2023,11,29,25,Muara Laboh,Jawa Tengah,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
895,895,2022-09-24 18:06:05.504745,2022,9,24,22,Dieng,Sumatera Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
896,896,2024-04-20 05:48:05.504745,2024,4,20,23,Sorik Marapi,Jawa Timur,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
897,897,2024-09-09 23:25:05.504745,2024,9,9,15,Muara Karang,Sumatera Utara,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
898,898,2025-01-09 02:59:05.504745,2025,1,9,20,Gunung Salak,Sulawesi Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
899,899,2024-09-04 00:39:05.504745,2024,9,4,25,Muara Laboh,Jawa Tengah,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
900,900,2022-09-14 23:09:05.504745,2022,9,14,19,Likupang,DKI Jakarta,2,Environmental Permit No. 123/2024,Regional Environmental Agency
901,901,2024-06-21 23:13:05.504745,2024,6,21,1,Karangkates,Jawa Timur,6,Water Quality Standard 2023,Ministry of Environment and Forestry
902,902,2024-08-23 10:17:05.504745,2024,8,23,2,Cirata,Jawa Barat,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
903,903,2023-02-27 04:28:05.504745,2023,2,27,24,Rantau Dedap,Jawa Barat,2,Environmental Permit No. 123/2024,Regional Environmental Agency
904,904,2023-10-06 08:04:05.504745,2023,10,6,13,Tanjung Jati B,Jawa Barat,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
905,905,2024-09-30 14:13:05.504745,2024,9,30,9,Ulumbu,Sulawesi Selatan,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
906,906,2024-07-31 04:37:05.504745,2024,7,31,24,Rantau Dedap,Jawa Barat,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
907,907,2024-02-01 21:02:05.504745,2024,2,1,13,Tanjung Jati B,Jawa Barat,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
908,908,2023-09-19 00:21:05.504745,2023,9,19,16,Tambak Lorok,Sulawesi Utara,2,Environmental Permit No. 123/2024,Regional Environmental Agency
909,909,2024-05-03 06:30:05.504745,2024,5,3,18,Jeneponto,Banten,2,Environmental Permit No. 123/2024,Regional Environmental Agency
910,910,2023-08-11 18:17:05.504745,2023,8,11,15,Muara Karang,Sumatera Utara,2,Environmental Permit No. 123/2024,Regional Environmental Agency
911,911,2025-02-11 22:05:05.504745,2025,2,11,13,Tanjung Jati B,Jawa Barat,2,Environmental Permit No. 123/2024,Regional Environmental Agency
912,912,2024-05-02 04:33:05.504745,2024,5,2,25,Muara Laboh,Jawa Tengah,3,Safety Standard ISO 45001,National Standardization Agency
913,913,2022-08-25 11:13:05.504745,2022,8,25,6,Wayang Windu,NTT,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
914,914,2025-01-25 17:33:05.504745,2025,1,25,10,Mataloko,Lampung,2,Environmental Permit No. 123/2024,Regional Environmental Agency
915,915,2024-11-19 08:21:05.504745,2024,11,19,5,Darajat,Sulawesi Utara,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
916,916,2022-12-28 20:16:05.504745,2022,12,28,4,Kamojang,Sumatera Utara,3,Safety Standard ISO 45001,National Standardization Agency
917,917,2022-06-01 02:24:05.504745,2022,6,1,13,Tanjung Jati B,Jawa Barat,6,Water Quality Standard 2023,Ministry of Environment and Forestry
918,918,2025-04-20 18:37:05.504745,2025,4,20,13,Tanjung Jati B,Jawa Barat,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
919,919,2024-07-05 01:55:05.504745,2024,7,5,18,Jeneponto,Banten,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
920,920,2025-02-06 08:49:05.504745,2025,2,6,8,Lahendong,DKI Jakarta,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
921,921,2025-04-11 15:42:05.504745,2025,4,11,25,Muara Laboh,Jawa Tengah,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
922,922,2025-01-21 20:27:05.504745,2025,1,21,16,Tambak Lorok,Sulawesi Utara,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
923,923,2023-04-14 21:22:05.504745,2023,4,14,22,Dieng,Sumatera Selatan,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
924,924,2025-05-11 00:51:05.504745,2025,5,11,15,Muara Karang,Sumatera Utara,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
925,925,2023-07-01 16:26:05.504745,2023,7,1,21,Patuha,Lampung,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
926,926,2023-03-19 16:52:05.504745,2023,3,19,9,Ulumbu,Sulawesi Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
927,927,2025-03-17 20:07:05.504745,2025,3,17,14,Grati,Jawa Tengah,2,Environmental Permit No. 123/2024,Regional Environmental Agency
928,928,2023-05-04 03:31:05.504745,2023,5,4,22,Dieng,Sumatera Selatan,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
929,929,2023-10-18 05:28:05.504745,2023,10,18,23,Sorik Marapi,Jawa Timur,2,Environmental Permit No. 123/2024,Regional Environmental Agency
930,930,2025-05-26 03:45:05.504745,2025,5,26,10,Mataloko,Lampung,2,Environmental Permit No. 123/2024,Regional Environmental Agency
931,931,2023-08-03 03:31:05.504745,2023,8,3,9,Ulumbu,Sulawesi Selatan,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
932,932,2022-08-23 06:25:05.504745,2022,8,23,21,Patuha,Lampung,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
933,933,2023-06-23 07:49:05.504745,2023,6,23,20,Gunung Salak,Sulawesi Selatan,2,Environmental Permit No. 123/2024,Regional Environmental Agency
934,934,2022-09-09 08:43:05.504745,2022,9,9,2,Cirata,Jawa Barat,2,Environmental Permit No. 123/2024,Regional Environmental Agency
935,935,2024-07-14 06:28:05.504745,2024,7,14,13,Tanjung Jati B,Jawa Barat,6,Water Quality Standard 2023,Ministry of Environment and Forestry
936,936,2024-05-01 08:43:05.504745,2024,5,1,15,Muara Karang,Sumatera Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
937,937,2022-12-18 19:34:05.504745,2022,12,18,23,Sorik Marapi,Jawa Timur,6,Water Quality Standard 2023,Ministry of Environment and Forestry
938,938,2022-07-27 01:09:05.504745,2022,7,27,22,Dieng,Sumatera Selatan,3,Safety Standard ISO 45001,National Standardization Agency
939,939,2024-05-03 02:00:05.504745,2024,5,3,16,Tambak Lorok,Sulawesi Utara,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
940,940,2024-12-09 18:50:05.504745,2024,12,9,6,Wayang Windu,NTT,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
941,941,2025-05-05 05:48:05.504745,2025,5,5,15,Muara Karang,Sumatera Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
942,942,2023-11-01 19:43:05.504745,2023,11,1,21,Patuha,Lampung,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
943,943,2023-07-16 12:24:05.504745,2023,7,16,2,Cirata,Jawa Barat,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
944,944,2022-09-15 19:09:05.504745,2022,9,15,16,Tambak Lorok,Sulawesi Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
945,945,2024-03-08 01:33:05.504745,2024,3,8,4,Kamojang,Sumatera Utara,2,Environmental Permit No. 123/2024,Regional Environmental Agency
946,946,2023-09-12 10:54:05.504745,2023,9,12,20,Gunung Salak,Sulawesi Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
947,947,2023-12-04 21:12:05.504745,2023,12,4,7,Sibayak,Banten,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
948,948,2024-08-01 15:40:05.504745,2024,8,1,14,Grati,Jawa Tengah,6,Water Quality Standard 2023,Ministry of Environment and Forestry
949,949,2023-10-11 16:45:05.504745,2023,10,11,20,Gunung Salak,Sulawesi Selatan,3,Safety Standard ISO 45001,National Standardization Agency
950,950,2022-07-17 05:51:05.504745,2022,7,17,9,Ulumbu,Sulawesi Selatan,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
951,951,2024-02-24 19:39:05.504745,2024,2,24,8,Lahendong,DKI Jakarta,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
952,952,2024-01-04 19:42:05.504745,2024,1,4,8,Lahendong,DKI Jakarta,2,Environmental Permit No. 123/2024,Regional Environmental Agency
