id,time_id,Time_Date,Time_Year,Time_Month,Time_Day,site_id,Site_Name,Site_Location,energy_type_id,Energy_Type_Name,weather_id,Weather_Condition,Weather_Temperature,equipment_id,Equipment_Name,Equipment_Type,Equipment_Rated_Capacity,Equipment_Operational_Status,electricity_Production(kWh)
566,566,2023-06-19 00:32:43.797236,2023,6,19,13,Tanjung Jati B,Jawa Barat,2,PLTB,4,Overcast,39.7,91,PLTB Turbine G100,Turbine,128.37,Maintenance,1164.68
567,567,2024-06-03 18:16:43.797236,2024,6,3,4,Kamojang,Sumatera Utara,1,PLTS,6,Thunderstorm,12.7,52,PLTS Panel Array Alpha,Tracker,762.15,Maintenance,146.44
568,568,2024-01-26 19:49:43.797236,2024,1,26,9,Ulumbu,Sulawesi Selatan,5,PLTG,3,Cloudy,14.6,47,PLTG Boiler BioBurn R1,Boiler,119.72,Operational,487.21
569,569,2023-09-16 00:07:43.797236,2023,9,16,6,Wayang PLTBu,NTT,3,PLTA,5,Rain Showers,31.3,42,Pelton Wheel AquaForce,Generator,1187.0,Operational,1089.41
570,570,2025-03-22 08:00:43.797236,2025,3,22,16,Tambak Lorok,Sulawesi Utara,1,PLTS,2,Partly Cloudy,37.8,52,PLTS Panel Array Alpha,Tracker,887.81,Operational,982.82
571,571,2024-08-01 06:38:43.797236,2024,8,1,24,Rantau Dedap,Jawa Barat,3,PLTA,7,Foggy,15.6,74,Generator PLTAGenX,Spillway Gate,1670.86,Maintenance,79.06
572,572,2024-01-02 16:44:43.797236,2024,1,2,23,Sorik Marapi,Jawa Timur,2,PLTB,3,Cloudy,30.8,76,PLTB Turbine Vestas V120,Nacelle,1263.03,Standby,325.72
573,573,2024-07-19 20:50:43.797236,2024,7,19,11,Paiton,Sumatera Selatan,2,PLTB,7,Foggy,29.6,20,PLTB Turbine G100,Nacelle,1226.43,Standby,637.23
574,574,2024-06-27 08:51:43.797236,2024,6,27,11,Paiton,Sumatera Selatan,2,PLTB,1,Clear,19.2,64,Gearbox PLTBMaster,Turbine,1342.0,Failed,904.32
575,575,2024-11-15 07:22:43.797236,2024,11,15,24,Rantau Dedap,Jawa Barat,4,PLTG,4,Overcast,37.5,96,Binary Cycle Plant GeoFlow,Heat Exchanger,1637.21,Failed,105.28
576,576,2023-11-24 06:47:43.797236,2023,11,24,23,Sorik Marapi,Jawa Timur,3,PLTA,4,Overcast,18.5,36,Pelton Wheel AquaForce,Turbine,1081.67,Degraded,1.0
577,577,2024-01-07 06:20:43.797236,2024,1,7,23,Sorik Marapi,Jawa Timur,4,PLTG,7,Foggy,12.9,28,Binary Cycle Plant GeoFlow,Heat Exchanger,128.61,Degraded,948.91
578,578,2023-10-24 21:01:43.797236,2023,10,24,23,Sorik Marapi,Jawa Timur,3,PLTA,1,Clear,24.1,7,Generator PLTAGenX,Spillway Gate,1349.3,Degraded,1233.2
579,579,2024-03-07 23:29:43.797236,2024,3,7,24,Rantau Dedap,Jawa Barat,3,PLTA,2,Partly Cloudy,24.7,73,PLTA Turbine T-Francis,Turbine,1298.7,Standby,1076.33
580,580,2023-07-14 19:32:43.797236,2023,7,14,24,Rantau Dedap,Jawa Barat,3,PLTA,6,Thunderstorm,22.0,70,Generator PLTAGenX,Generator,1196.02,Maintenance,379.98
581,581,2023-11-23 21:03:43.797236,2023,11,23,21,Patuha,Lampung,4,PLTG,1,Clear,36.6,13,Cooling Tower GeoCool,Wellhead,1677.82,Standby,879.01
582,582,2023-10-04 10:12:43.797236,2023,10,4,18,Jeneponto,Banten,3,PLTA,4,Overcast,36.9,97,PLTA Turbine T-Francis,Generator,1675.68,Maintenance,683.09
583,583,2025-01-13 04:38:43.797236,2025,1,13,4,Kamojang,Sumatera Utara,3,PLTA,7,Foggy,38.5,77,Kaplan Turbine FlowMax,Generator,364.19,Maintenance,426.73
584,584,2024-11-07 01:44:43.797236,2024,11,7,25,Muara Laboh,Jawa Tengah,6,PLTG,7,Foggy,37.2,87,Fuel Tank PetroStore 50KL,Engine,1400.56,Maintenance,1132.34
585,585,2025-02-22 11:46:43.797236,2025,2,22,10,Mataloko,Lampung,1,PLTS,8,Hazy,14.5,83,PLTS Panel Array Alpha,Tracker,1034.55,Maintenance,49.37
586,586,2025-02-26 13:02:43.797236,2025,2,26,25,Muara Laboh,Jawa Tengah,1,PLTS,5,Rain Showers,19.7,83,PLTS Panel Array Alpha,Tracker,375.84,Standby,945.32
587,587,2024-12-29 19:05:43.797236,2024,12,29,20,Gunung Salak,Sulawesi Selatan,2,PLTB,7,Foggy,15.1,88,Gearbox PLTBMaster,Gearbox,436.43,Standby,1181.0
588,588,2023-10-19 23:42:43.797236,2023,10,19,10,Mataloko,Lampung,1,PLTS,1,Clear,19.9,99,Central Inverter SunGrow,Photovoltaic Panel,1041.7,Standby,1252.22
589,589,2023-12-28 12:31:43.797236,2023,12,28,13,Tanjung Jati B,Jawa Barat,6,PLTG,8,Hazy,32.6,53,Alternator PLTGGen Pro,Engine,477.55,Failed,1071.5
590,590,2023-10-10 22:55:43.797236,2023,10,10,9,Ulumbu,Sulawesi Selatan,4,PLTG,2,Partly Cloudy,34.9,8,Steam Turbine GeoPower X1,Wellhead,748.91,Degraded,1445.62
591,591,2024-10-04 19:01:43.797236,2024,10,4,16,Tambak Lorok,Sulawesi Utara,6,PLTG,8,Hazy,21.7,24,PLTG Generator CAT D1000,Exhaust System,1767.3,Degraded,14.23
592,592,2023-06-18 11:03:43.797236,2023,6,18,20,Gunung Salak,Sulawesi Selatan,1,PLTS,4,Overcast,26.6,62,PLTS Panel B-Series X,Inverter,1248.87,Maintenance,1083.85
593,593,2024-08-11 19:23:43.797236,2024,8,11,24,Rantau Dedap,Jawa Barat,2,PLTB,7,Foggy,34.0,12,PLTB Turbine G100,Nacelle,1825.02,Failed,560.88
594,594,2025-05-13 01:04:43.797236,2025,5,13,9,Ulumbu,Sulawesi Selatan,4,PLTG,3,Cloudy,16.8,68,Cooling Tower GeoCool,Wellhead,1351.84,Failed,412.15
595,595,2024-07-25 10:37:43.797236,2024,7,25,3,Saguling,Jawa Tengah,6,PLTG,6,Thunderstorm,29.5,55,Engine Cummins KTA50,Generator Set,334.16,Maintenance,1302.59
596,596,2024-05-16 13:41:43.797236,2024,5,16,23,Sorik Marapi,Jawa Timur,3,PLTA,5,Rain Showers,24.2,97,PLTA Turbine T-Francis,Generator,177.75,Standby,605.81
597,597,2025-04-18 22:44:43.797236,2025,4,18,15,Muara Karang,Sumatera Utara,6,PLTG,8,Hazy,20.3,53,Alternator PLTGGen Pro,Engine,976.84,Maintenance,894.4
598,598,2024-09-15 11:26:43.797236,2024,9,15,12,Suralaya,Jawa Timur,6,PLTG,5,Rain Showers,21.5,100,PLTG Generator CAT D1000,Fuel System,1901.1,Failed,105.37
599,599,2023-07-25 09:20:43.797236,2023,7,25,3,Saguling,Jawa Tengah,4,PLTG,4,Overcast,21.6,8,Steam Turbine GeoPower X1,Wellhead,873.51,Maintenance,1435.46
600,600,2024-01-18 02:08:43.797236,2024,1,18,23,Sorik Marapi,Jawa Timur,4,PLTG,1,Clear,33.5,79,Wellhead Unit AlphaTherm,Steam Turbine,1709.83,Degraded,841.42
601,601,2025-01-28 02:16:43.797236,2025,1,28,7,Sibayak,Banten,6,PLTG,3,Cloudy,16.8,24,PLTG Generator CAT D1000,Exhaust System,521.54,Maintenance,1000.45
602,602,2024-02-02 22:50:43.797236,2024,2,2,24,Rantau Dedap,Jawa Barat,4,PLTG,7,Foggy,22.7,5,Binary Cycle Plant GeoFlow,Heat Exchanger,1398.35,Failed,977.89
603,603,2023-11-22 02:27:43.797236,2023,11,22,20,Gunung Salak,Sulawesi Selatan,3,PLTA,8,Hazy,31.6,60,Pelton Wheel AquaForce,Turbine,1144.58,Operational,453.88
604,604,2023-09-15 21:23:43.797236,2023,9,15,3,Saguling,Jawa Tengah,1,PLTS,4,Overcast,30.1,99,Central Inverter SunGrow,Photovoltaic Panel,931.43,Maintenance,1031.87
605,605,2023-09-04 12:06:43.797236,2023,9,4,8,Lahendong,DKI Jakarta,3,PLTA,1,Clear,31.7,56,PLTA Turbine T-Francis,Generator,1553.94,Standby,197.76
606,606,2024-01-21 19:30:43.797236,2024,1,21,12,Suralaya,Jawa Timur,3,PLTA,4,Overcast,28.8,63,PLTA Turbine T-Francis,Penstock,595.65,Degraded,1265.0
607,607,2023-10-14 10:37:43.797236,2023,10,14,12,Suralaya,Jawa Timur,1,PLTS,4,Overcast,36.8,98,Inverter SolMax 5000,Inverter,107.89,Standby,1290.51
608,608,2024-02-08 06:59:43.797236,2024,2,8,24,Rantau Dedap,Jawa Barat,3,PLTA,4,Overcast,22.0,56,PLTA Turbine T-Francis,Generator,273.1,Failed,1446.69
609,609,2023-06-29 07:29:43.797236,2023,6,29,2,Cirata,Jawa Barat,3,PLTA,6,Thunderstorm,34.1,39,PLTA Turbine T-Francis,Turbine,1674.09,Failed,676.83
610,610,2024-01-20 13:15:43.797236,2024,1,20,25,Muara Laboh,Jawa Tengah,6,PLTG,3,Cloudy,38.9,66,Alternator PLTGGen Pro,Exhaust System,749.06,Standby,152.6
611,611,2024-07-03 13:01:43.797236,2024,7,3,7,Sibayak,Banten,3,PLTA,2,Partly Cloudy,17.5,36,Pelton Wheel AquaForce,Turbine,701.71,Maintenance,1462.08
612,612,2024-05-26 14:56:43.797236,2024,5,26,18,Jeneponto,Banten,6,PLTG,6,Thunderstorm,15.5,66,Alternator PLTGGen Pro,Exhaust System,1488.4,Operational,835.78
613,613,2024-06-09 22:28:43.797236,2024,6,9,17,Sidrap,NTT,2,PLTB,3,Cloudy,28.2,64,Gearbox PLTBMaster,Turbine,252.62,Degraded,468.78
614,614,2024-11-18 18:32:43.797236,2024,11,18,10,Mataloko,Lampung,5,PLTG,2,Partly Cloudy,23.2,65,Pelletizer BioFuel,Turbine,1637.96,Operational,583.63
615,615,2024-09-02 03:20:43.797236,2024,9,2,5,Darajat,Sulawesi Utara,3,PLTA,7,Foggy,11.1,42,Pelton Wheel AquaForce,Generator,346.48,Maintenance,965.79
616,616,2025-04-06 01:01:43.797236,2025,4,6,4,Kamojang,Sumatera Utara,5,PLTG,7,Foggy,15.4,65,Pelletizer BioFuel,Turbine,448.42,Standby,1496.07
617,617,2023-10-27 00:30:43.797236,2023,10,27,25,Muara Laboh,Jawa Tengah,3,PLTA,7,Foggy,10.9,42,Pelton Wheel AquaForce,Generator,1801.11,Failed,420.28
618,618,2024-07-04 00:45:43.797236,2024,7,4,1,Karangkates,Jawa Timur,6,PLTG,2,Partly Cloudy,36.1,87,Fuel Tank PetroStore 50KL,Engine,1657.09,Maintenance,220.86
619,619,2024-06-02 00:05:43.797236,2024,6,2,15,Muara Karang,Sumatera Utara,6,PLTG,4,Overcast,18.7,58,Engine Cummins KTA50,Fuel System,1603.84,Maintenance,259.15
620,620,2024-02-16 05:41:43.797236,2024,2,16,15,Muara Karang,Sumatera Utara,4,PLTG,2,Partly Cloudy,35.2,37,Binary Cycle Plant GeoFlow,Steam Turbine,634.12,Failed,509.22
621,621,2025-04-19 21:22:43.797236,2025,4,19,10,Mataloko,Lampung,2,PLTB,6,Thunderstorm,22.7,89,PLTB Turbine Vestas V120,Generator,1930.59,Degraded,329.7
622,622,2025-03-26 06:42:43.797236,2025,3,26,6,Wayang PLTBu,NTT,4,PLTG,8,Hazy,10.4,68,Cooling Tower GeoCool,Wellhead,515.48,Failed,818.28
623,623,2024-12-31 09:50:43.797236,2024,12,31,11,Paiton,Sumatera Selatan,3,PLTA,1,Clear,33.9,46,Generator PLTAGenX,Turbine,869.57,Failed,1438.05
624,624,2025-02-06 06:48:43.797236,2025,2,6,3,Saguling,Jawa Tengah,5,PLTG,2,Partly Cloudy,14.7,43,PLTG Boiler BioBurn R1,Boiler,1891.13,Operational,872.89
625,625,2024-09-24 11:55:43.797236,2024,9,24,4,Kamojang,Sumatera Utara,1,PLTS,8,Hazy,14.9,52,PLTS Panel Array Alpha,Tracker,181.74,Failed,693.49
626,626,2024-12-26 18:51:43.797236,2024,12,26,24,Rantau Dedap,Jawa Barat,3,PLTA,4,Overcast,24.1,60,Pelton Wheel AquaForce,Turbine,804.28,Failed,485.61
627,627,2023-06-23 22:03:43.797236,2023,6,23,10,Mataloko,Lampung,4,PLTG,4,Overcast,14.4,4,Binary Cycle Plant GeoFlow,Steam Turbine,1853.06,Operational,1434.08
628,628,2024-10-21 00:39:43.797236,2024,10,21,3,Saguling,Jawa Tengah,2,PLTB,3,Cloudy,12.9,1,Gearbox PLTBMaster,Turbine,1085.93,Failed,1410.31
629,629,2024-11-18 16:38:43.797236,2024,11,18,20,Gunung Salak,Sulawesi Selatan,3,PLTA,2,Partly Cloudy,23.5,70,Generator PLTAGenX,Generator,1857.99,Failed,1029.95
630,630,2024-05-03 21:34:43.797236,2024,5,3,15,Muara Karang,Sumatera Utara,1,PLTS,5,Rain Showers,36.2,92,Central Inverter SunGrow,Inverter,1488.2,Degraded,1320.07
631,631,2024-08-07 01:48:43.797236,2024,8,7,16,Tambak Lorok,Sulawesi Utara,6,PLTG,8,Hazy,26.0,87,Fuel Tank PetroStore 50KL,Engine,994.51,Failed,296.2
632,632,2023-10-30 13:29:43.797236,2023,10,30,4,Kamojang,Sumatera Utara,6,PLTG,4,Overcast,34.8,29,PLTG Generator CAT D1000,Engine,1669.64,Degraded,713.58
633,633,2023-08-24 01:48:43.797236,2023,8,24,4,Kamojang,Sumatera Utara,2,PLTB,7,Foggy,39.6,67,PLTB Turbine Vestas V120,Generator,1824.99,Degraded,623.05
634,634,2024-08-27 11:42:43.797236,2024,8,27,23,Sorik Marapi,Jawa Timur,6,PLTG,7,Foggy,22.9,50,Fuel Tank PetroStore 50KL,Generator Set,1993.56,Maintenance,426.0
635,635,2023-10-18 19:23:43.797236,2023,10,18,7,Sibayak,Banten,2,PLTB,3,Cloudy,38.5,91,PLTB Turbine G100,Turbine,839.58,Operational,995.51
636,636,2024-02-23 21:52:43.797236,2024,2,23,25,Muara Laboh,Jawa Tengah,1,PLTS,4,Overcast,27.0,23,Central Inverter SunGrow,Tracker,1129.71,Failed,933.07
637,637,2024-11-15 07:27:43.797236,2024,11,15,17,Sidrap,NTT,4,PLTG,8,Hazy,25.7,28,Binary Cycle Plant GeoFlow,Heat Exchanger,1879.91,Failed,447.48
638,638,2024-09-18 12:27:43.797236,2024,9,18,7,Sibayak,Banten,1,PLTS,6,Thunderstorm,19.3,98,Inverter SolMax 5000,Inverter,465.54,Operational,1425.44
639,639,2024-11-07 10:03:43.797236,2024,11,7,1,Karangkates,Jawa Timur,6,PLTG,2,Partly Cloudy,27.0,93,Fuel Tank PetroStore 50KL,Exhaust System,465.89,Operational,1354.03
640,640,2025-04-27 14:55:43.797236,2025,4,27,21,Patuha,Lampung,3,PLTA,6,Thunderstorm,10.5,2,Kaplan Turbine FlowMax,Turbine,1196.22,Operational,178.39
641,641,2025-01-26 04:29:43.797236,2025,1,26,10,Mataloko,Lampung,3,PLTA,4,Overcast,32.9,82,Generator PLTAGenX,Spillway Gate,1074.94,Standby,338.65
642,642,2024-01-17 12:32:43.797236,2024,1,17,21,Patuha,Lampung,3,PLTA,4,Overcast,34.2,97,PLTA Turbine T-Francis,Generator,124.9,Failed,387.93
643,643,2024-07-09 13:13:43.797236,2024,7,9,14,Grati,Jawa Tengah,5,PLTG,5,Rain Showers,37.9,72,Steam Turbine BioSteam Z,Turbine,911.18,Standby,287.83
644,644,2023-11-29 18:50:43.797236,2023,11,29,4,Kamojang,Sumatera Utara,6,PLTG,1,Clear,23.3,100,PLTG Generator CAT D1000,Fuel System,1723.48,Degraded,920.98
645,645,2025-02-28 06:06:43.797236,2025,2,28,4,Kamojang,Sumatera Utara,6,PLTG,4,Overcast,12.7,84,Engine Cummins KTA50,Exhaust System,1754.28,Standby,159.61
646,646,2024-02-12 09:01:43.797236,2024,2,12,21,Patuha,Lampung,6,PLTG,8,Hazy,18.8,19,Alternator PLTGGen Pro,Engine,1520.3,Operational,471.79
647,647,2023-08-27 02:41:43.797236,2023,8,27,6,Wayang PLTBu,NTT,1,PLTS,4,Overcast,20.0,83,PLTS Panel Array Alpha,Tracker,1966.05,Standby,1405.41
648,648,2023-08-09 09:23:43.797236,2023,8,9,23,Sorik Marapi,Jawa Timur,2,PLTB,6,Thunderstorm,22.2,89,PLTB Turbine Vestas V120,Generator,964.34,Failed,839.63
649,649,2023-07-07 14:08:43.797236,2023,7,7,12,Suralaya,Jawa Timur,5,PLTG,7,Foggy,14.0,18,Pelletizer BioFuel,Feeder System,1037.19,Operational,1336.9
650,650,2024-10-25 21:42:43.797236,2024,10,25,13,Tanjung Jati B,Jawa Barat,4,PLTG,3,Cloudy,31.8,15,Wellhead Unit AlphaTherm,Wellhead,184.49,Failed,1235.2
651,651,2023-09-08 18:22:43.797236,2023,9,8,11,Paiton,Sumatera Selatan,2,PLTB,2,Partly Cloudy,16.2,64,Gearbox PLTBMaster,Turbine,557.98,Standby,1147.93
652,652,2023-06-20 06:45:43.797236,2023,6,20,14,Grati,Jawa Tengah,4,PLTG,2,Partly Cloudy,11.7,51,Binary Cycle Plant GeoFlow,Wellhead,566.76,Failed,186.7
653,653,2024-11-25 09:36:43.797236,2024,11,25,2,Cirata,Jawa Barat,3,PLTA,4,Overcast,23.1,42,Pelton Wheel AquaForce,Generator,1770.82,Failed,409.96
654,654,2025-04-07 22:39:43.797236,2025,4,7,16,Tambak Lorok,Sulawesi Utara,3,PLTA,8,Hazy,27.6,25,Pelton Wheel AquaForce,Spillway Gate,1617.97,Degraded,225.73
655,655,2024-01-17 19:43:43.797236,2024,1,17,13,Tanjung Jati B,Jawa Barat,3,PLTA,4,Overcast,34.3,45,Kaplan Turbine FlowMax,Generator,1834.41,Standby,620.15
656,656,2024-02-28 06:19:43.797236,2024,2,28,22,Dieng,Sumatera Selatan,1,PLTS,2,Partly Cloudy,38.4,61,PLTS Panel B-Series X,Mounting System,121.75,Failed,63.74
657,657,2024-11-18 18:45:43.797236,2024,11,18,16,Tambak Lorok,Sulawesi Utara,6,PLTG,4,Overcast,17.7,100,PLTG Generator CAT D1000,Fuel System,647.04,Degraded,1349.08
658,658,2024-10-21 12:20:43.797236,2024,10,21,12,Suralaya,Jawa Timur,6,PLTG,2,Partly Cloudy,26.8,53,Alternator PLTGGen Pro,Engine,1326.39,Maintenance,613.95
659,659,2024-09-13 19:09:43.797236,2024,9,13,17,Sidrap,NTT,1,PLTS,7,Foggy,12.7,6,PLTS Panel B-Series X,Inverter,900.2,Standby,728.55
660,660,2023-06-24 01:32:43.797236,2023,6,24,3,Saguling,Jawa Tengah,4,PLTG,2,Partly Cloudy,32.9,17,Binary Cycle Plant GeoFlow,Wellhead,1541.68,Maintenance,123.19
661,661,2024-11-11 12:10:43.797236,2024,11,11,10,Mataloko,Lampung,5,PLTG,8,Hazy,39.4,41,Steam Turbine BioSteam Z,Turbine,174.01,Standby,1418.66
662,662,2025-02-12 11:33:43.797236,2025,2,12,24,Rantau Dedap,Jawa Barat,3,PLTA,6,Thunderstorm,16.7,7,Generator PLTAGenX,Spillway Gate,1402.3,Maintenance,1210.63
663,663,2024-10-02 07:15:43.797236,2024,10,2,20,Gunung Salak,Sulawesi Selatan,6,PLTG,6,Thunderstorm,37.4,54,Engine Cummins KTA50,Generator Set,974.59,Operational,950.29
664,664,2023-06-11 13:34:43.797236,2023,6,11,8,Lahendong,DKI Jakarta,2,PLTB,3,Cloudy,29.5,1,Gearbox PLTBMaster,Turbine,1957.32,Failed,285.77
665,665,2025-01-28 19:05:43.797236,2025,1,28,9,Ulumbu,Sulawesi Selatan,1,PLTS,3,Cloudy,25.1,6,PLTS Panel B-Series X,Inverter,726.84,Failed,1259.19
666,666,2024-05-05 07:11:43.797236,2024,5,5,5,Darajat,Sulawesi Utara,6,PLTG,7,Foggy,12.3,24,PLTG Generator CAT D1000,Exhaust System,1961.68,Operational,616.93
667,667,2023-12-14 02:54:43.797236,2023,12,14,20,Gunung Salak,Sulawesi Selatan,3,PLTA,1,Clear,29.7,2,Kaplan Turbine FlowMax,Turbine,496.62,Standby,640.77
668,668,2024-03-24 11:55:43.797236,2024,3,24,25,Muara Laboh,Jawa Tengah,1,PLTS,5,Rain Showers,12.6,92,Central Inverter SunGrow,Inverter,1436.59,Maintenance,1282.96
669,669,2024-06-25 05:14:43.797236,2024,6,25,1,Karangkates,Jawa Timur,3,PLTA,4,Overcast,16.4,85,PLTA Turbine T-Francis,Turbine,1369.24,Degraded,1463.53
670,670,2023-11-05 19:46:43.797236,2023,11,5,25,Muara Laboh,Jawa Tengah,6,PLTG,1,Clear,39.3,71,Fuel Tank PetroStore 50KL,Engine,870.07,Failed,174.57
671,671,2025-02-09 23:59:43.797236,2025,2,9,14,Grati,Jawa Tengah,3,PLTA,1,Clear,38.7,42,Pelton Wheel AquaForce,Generator,1449.82,Operational,945.36
672,672,2024-11-04 04:34:43.797236,2024,11,4,19,Likupang,DKI Jakarta,4,PLTG,1,Clear,15.6,11,Steam Turbine GeoPower X1,Steam Turbine,1655.53,Failed,472.49
673,673,2024-11-22 09:33:43.797236,2024,11,22,3,Saguling,Jawa Tengah,2,PLTB,1,Clear,29.8,20,PLTB Turbine G100,Nacelle,388.6,Operational,863.47
674,674,2023-09-21 17:09:43.797236,2023,9,21,3,Saguling,Jawa Tengah,4,PLTG,5,Rain Showers,18.1,37,Binary Cycle Plant GeoFlow,Steam Turbine,1392.58,Degraded,406.58
675,675,2023-08-26 07:48:43.797236,2023,8,26,3,Saguling,Jawa Tengah,1,PLTS,7,Foggy,32.9,6,PLTS Panel B-Series X,Inverter,439.87,Standby,1479.31
676,676,2024-11-18 05:15:43.797236,2024,11,18,18,Jeneponto,Banten,6,PLTG,2,Partly Cloudy,32.4,24,PLTG Generator CAT D1000,Exhaust System,1610.55,Maintenance,1381.24
677,677,2025-01-07 21:05:43.797236,2025,1,7,18,Jeneponto,Banten,2,PLTB,6,Thunderstorm,32.9,67,PLTB Turbine Vestas V120,Generator,1872.11,Operational,352.81
678,678,2025-02-13 08:31:43.797236,2025,2,13,9,Ulumbu,Sulawesi Selatan,1,PLTS,1,Clear,30.3,81,PLTS Panel Array Alpha,Inverter,1851.44,Failed,1374.53
679,679,2024-02-20 23:01:43.797236,2024,2,20,6,Wayang PLTBu,NTT,5,PLTG,6,Thunderstorm,39.4,18,Pelletizer BioFuel,Feeder System,288.31,Degraded,591.98
680,680,2025-04-08 22:35:43.797236,2025,4,8,9,Ulumbu,Sulawesi Selatan,2,PLTB,1,Clear,10.4,76,PLTB Turbine Vestas V120,Nacelle,150.46,Operational,65.23
681,681,2024-02-14 16:50:43.797236,2024,2,14,18,Jeneponto,Banten,6,PLTG,2,Partly Cloudy,24.4,66,Alternator PLTGGen Pro,Exhaust System,988.31,Maintenance,629.51
682,682,2024-07-23 00:43:43.797236,2024,7,23,25,Muara Laboh,Jawa Tengah,1,PLTS,7,Foggy,12.8,40,PLTS Panel B-Series X,Inverter,1528.5,Standby,1086.02
683,683,2023-08-03 18:46:43.797236,2023,8,3,1,Karangkates,Jawa Timur,4,PLTG,4,Overcast,14.2,96,Binary Cycle Plant GeoFlow,Heat Exchanger,266.56,Degraded,425.88
684,684,2024-05-23 23:42:43.797236,2024,5,23,12,Suralaya,Jawa Timur,4,PLTG,2,Partly Cloudy,20.6,79,Wellhead Unit AlphaTherm,Steam Turbine,471.81,Maintenance,799.33
685,685,2023-11-26 17:49:43.797236,2023,11,26,5,Darajat,Sulawesi Utara,4,PLTG,2,Partly Cloudy,21.0,27,Binary Cycle Plant GeoFlow,Wellhead,123.53,Degraded,77.05
686,686,2024-02-28 17:55:43.797236,2024,2,28,10,Mataloko,Lampung,4,PLTG,5,Rain Showers,27.2,28,Binary Cycle Plant GeoFlow,Heat Exchanger,719.97,Maintenance,1474.46
687,687,2024-06-03 23:28:43.797236,2024,6,3,16,Tambak Lorok,Sulawesi Utara,5,PLTG,8,Hazy,12.8,9,Gasifier WoodChip X200,Feeder System,1207.93,Degraded,1385.43
688,688,2024-06-05 03:11:43.797236,2024,6,5,9,Ulumbu,Sulawesi Selatan,4,PLTG,8,Hazy,22.5,96,Binary Cycle Plant GeoFlow,Heat Exchanger,1233.37,Degraded,1158.31
689,689,2025-04-01 17:41:43.797236,2025,4,1,8,Lahendong,DKI Jakarta,1,PLTS,5,Rain Showers,15.7,44,PLTS Panel B-Series X,Mounting System,1898.94,Maintenance,993.63
690,690,2023-07-23 05:44:43.797236,2023,7,23,24,Rantau Dedap,Jawa Barat,2,PLTB,7,Foggy,31.3,59,Blade Set AeroPro,Turbine,1935.57,Standby,1075.83
691,691,2024-06-13 19:39:43.797236,2024,6,13,10,Mataloko,Lampung,1,PLTS,7,Foggy,24.8,99,Central Inverter SunGrow,Photovoltaic Panel,1869.5,Failed,720.89
692,692,2024-05-13 11:45:43.797236,2024,5,13,21,Patuha,Lampung,2,PLTB,2,Partly Cloudy,24.9,38,PLTB Turbine Vestas V120,Generator,1716.82,Degraded,969.36
693,693,2024-01-11 19:37:43.797236,2024,1,11,7,Sibayak,Banten,4,PLTG,2,Partly Cloudy,10.2,28,Binary Cycle Plant GeoFlow,Heat Exchanger,681.5,Operational,1252.23
694,694,2024-05-31 17:16:43.797236,2024,5,31,8,Lahendong,DKI Jakarta,2,PLTB,4,Overcast,10.4,38,PLTB Turbine Vestas V120,Generator,1662.14,Standby,328.53
695,695,2024-05-12 11:27:43.797236,2024,5,12,4,Kamojang,Sumatera Utara,3,PLTA,6,Thunderstorm,17.8,3,PLTA Turbine T-Francis,Turbine,680.39,Failed,728.7
696,696,2024-01-10 16:43:43.797236,2024,1,10,17,Sidrap,NTT,1,PLTS,2,Partly Cloudy,35.6,61,PLTS Panel B-Series X,Mounting System,1936.46,Failed,603.77
697,697,2024-01-11 12:48:43.797236,2024,1,11,22,Dieng,Sumatera Selatan,1,PLTS,8,Hazy,34.3,98,Inverter SolMax 5000,Inverter,954.05,Degraded,608.51
698,698,2024-03-20 16:02:43.797236,2024,3,20,7,Sibayak,Banten,4,PLTG,3,Cloudy,18.0,4,Binary Cycle Plant GeoFlow,Steam Turbine,340.04,Degraded,611.28
699,699,2023-09-04 08:15:43.797236,2023,9,4,4,Kamojang,Sumatera Utara,6,PLTG,5,Rain Showers,29.5,80,Alternator PLTGGen Pro,Engine,1226.92,Operational,1106.4
700,700,2024-03-04 20:31:43.797236,2024,3,4,23,Sorik Marapi,Jawa Timur,1,PLTS,7,Foggy,23.8,92,Central Inverter SunGrow,Inverter,413.39,Maintenance,311.28
701,701,2024-06-24 07:21:43.797236,2024,6,24,25,Muara Laboh,Jawa Tengah,4,PLTG,7,Foggy,29.1,28,Binary Cycle Plant GeoFlow,Heat Exchanger,923.52,Operational,130.11
702,702,2025-03-23 05:21:43.797236,2025,3,23,7,Sibayak,Banten,6,PLTG,5,Rain Showers,13.2,55,Engine Cummins KTA50,Generator Set,1676.9,Operational,1432.54
703,703,2025-03-08 10:14:43.797236,2025,3,8,23,Sorik Marapi,Jawa Timur,4,PLTG,2,Partly Cloudy,12.9,48,Binary Cycle Plant GeoFlow,Condenser,1684.22,Failed,1127.69
704,704,2024-10-06 22:46:43.797236,2024,10,6,12,Suralaya,Jawa Timur,6,PLTG,7,Foggy,36.0,71,Fuel Tank PetroStore 50KL,Engine,978.79,Degraded,606.97
705,705,2025-05-18 23:14:43.797236,2025,5,18,24,Rantau Dedap,Jawa Barat,3,PLTA,5,Rain Showers,13.1,94,Generator PLTAGenX,Spillway Gate,1011.24,Standby,1377.12
706,706,2024-07-09 08:46:43.797236,2024,7,9,20,Gunung Salak,Sulawesi Selatan,1,PLTS,6,Thunderstorm,15.9,98,Inverter SolMax 5000,Inverter,788.92,Failed,431.99
