id,time_id,Time_Date,Time_Year,Time_Month,Time_Day,site_id,Site_Name,Site_Location,equipment_id,Equipment_Name,Equipment_Type,Equipment_Rated_Capacity,Equipment_Operational_Status,energy_type_id,Energy_Type_Name,weather_id,Weather_Condition,Weather_Temperature
589,589,2023-12-05 05:07:44.920375,2023,12,5,22,Dieng,Sumatera Selatan,76,Cooling Tower GeoCool,Heat Exchanger,952.72,Failed,4,PLTU,8,Hazy,35.8
590,590,2025-03-07 11:38:44.920375,2025,3,7,17,Sidrap,NTT,7,PLTS Panel Array Alpha,Mounting System,1748.94,Operational,1,PLTS,2,Partly Cloudy,19.8
591,591,2024-07-18 09:37:44.920375,2024,7,18,12,Suralaya,Jawa Timur,99,PLTG Generator CAT D1000,Exhaust System,511.64,Operational,6,PLTG,2,Partly Cloudy,33.0
592,592,2024-06-14 21:52:44.920375,2024,6,14,7,Sibayak,Banten,89,Cooling Tower GeoCool,Steam Turbine,1713.74,Maintenance,4,PLTU,1,Clear,33.2
593,593,2025-01-13 19:56:44.920375,2025,1,13,7,Sibayak,Banten,75,Kaplan Turbine FlowMax,Generator,859.85,Degraded,3,PLTA,3,Cloudy,30.9
594,594,2023-07-21 06:34:44.920375,2023,7,21,5,Darajat,Sulawesi Utara,55,PLTA Turbine T-Francis,Turbine,1435.89,Failed,3,PLTA,2,Partly Cloudy,35.9
595,595,2023-08-06 10:31:44.920375,2023,8,6,12,Suralaya,Jawa Timur,94,Pelletizer BioFuel,Boiler,539.11,Failed,5,PLTG,6,Thunderstorm,34.6
596,596,2025-04-21 11:51:44.920375,2025,4,21,24,Rantau Dedap,Jawa Barat,1,Blade Set AeroPro,Nacelle,858.08,Failed,2,PLTB,3,Cloudy,21.3
597,597,2023-07-31 13:07:44.920375,2023,7,31,8,Lahendong,DKI Jakarta,50,Pelletizer BioFuel,Gasifier,591.81,Degraded,5,PLTG,5,Rain Showers,13.7
598,598,2024-01-09 23:13:44.920375,2024,1,9,23,Sorik Marapi,Jawa Timur,36,Wellhead Unit AlphaTherm,Wellhead,1523.94,Maintenance,4,PLTU,3,Cloudy,22.9
599,599,2024-09-13 15:34:44.920375,2024,9,13,9,Ulumbu,Sulawesi Selatan,8,Gearbox PLTBMaster,Generator,988.06,Degraded,2,PLTB,3,Cloudy,30.2
600,600,2025-02-01 15:27:44.920375,2025,2,1,18,Jeneponto,Banten,26,PLTS Panel B-Series X,Mounting System,1569.81,Maintenance,1,PLTS,6,Thunderstorm,21.6
601,601,2023-08-30 21:31:44.920375,2023,8,30,14,Grati,Jawa Tengah,100,Gearbox PLTBMaster,Generator,709.37,Standby,2,PLTB,2,Partly Cloudy,22.7
602,602,2023-11-10 23:12:44.920375,2023,11,10,18,Jeneponto,Banten,31,Wellhead Unit AlphaTherm,Condenser,561.23,Maintenance,4,PLTU,6,Thunderstorm,35.6
603,603,2023-08-21 06:24:44.920375,2023,8,21,9,Ulumbu,Sulawesi Selatan,86,Steam Turbine GeoPower X1,Heat Exchanger,228.24,Operational,4,PLTU,1,Clear,20.5
604,604,2024-08-23 02:18:44.920375,2024,8,23,22,Dieng,Sumatera Selatan,22,PLTB Turbine Vestas V120,Gearbox,1635.64,Degraded,2,PLTB,3,Cloudy,19.9
605,605,2023-12-24 10:17:44.920375,2023,12,24,12,Suralaya,Jawa Timur,5,Pelletizer BioFuel,Gasifier,1560.56,Failed,5,PLTG,1,Clear,38.5
606,606,2023-12-09 23:38:44.920375,2023,12,9,12,Suralaya,Jawa Timur,35,Pelletizer BioFuel,Gasifier,1597.43,Degraded,5,PLTG,4,Overcast,17.2
607,607,2025-03-07 03:40:44.920375,2025,3,7,3,Saguling,Jawa Tengah,39,PLTS Panel B-Series X,Mounting System,1177.85,Operational,1,PLTS,3,Cloudy,32.2
608,608,2023-12-18 21:52:44.920375,2023,12,18,17,Sidrap,NTT,75,Kaplan Turbine FlowMax,Generator,823.13,Maintenance,3,PLTA,5,Rain Showers,11.1
609,609,2023-10-11 08:49:44.920375,2023,10,11,10,Mataloko,Lampung,73,Wellhead Unit AlphaTherm,Steam Turbine,1011.91,Maintenance,4,PLTU,6,Thunderstorm,15.4
610,610,2023-10-15 23:38:44.920375,2023,10,15,20,Gunung Salak,Sulawesi Selatan,43,Binary Cycle Plant GeoFlow,Wellhead,795.08,Degraded,4,PLTU,4,Overcast,13.5
611,611,2023-07-13 22:41:44.920375,2023,7,13,18,Jeneponto,Banten,57,Gearbox PLTBMaster,Turbine,1914.21,Standby,2,PLTB,8,Hazy,28.3
612,612,2024-06-27 14:08:44.920375,2024,6,27,4,Kamojang,Sumatera Utara,40,PLTS Panel Array Alpha,Inverter,1599.96,Standby,1,PLTS,4,Overcast,39.3
613,613,2024-04-06 10:40:44.920375,2024,4,6,21,Patuha,Lampung,24,PLTA Turbine T-Francis,Spillway Gate,1840.85,Maintenance,3,PLTA,5,Rain Showers,35.8
614,614,2024-02-14 13:21:44.920375,2024,2,14,20,Gunung Salak,Sulawesi Selatan,100,Gearbox PLTBMaster,Generator,1091.82,Operational,2,PLTB,6,Thunderstorm,19.1
615,615,2025-01-25 13:01:44.920375,2025,1,25,4,Kamojang,Sumatera Utara,45,PLTG Generator CAT D1000,Fuel System,352.33,Failed,6,PLTG,7,Foggy,38.4
616,616,2024-06-20 10:52:44.920375,2024,6,20,21,Patuha,Lampung,87,Binary Cycle Plant GeoFlow,Condenser,603.14,Standby,4,PLTU,5,Rain Showers,24.6
617,617,2023-08-02 08:10:44.920375,2023,8,2,13,Tanjung Jati B,Jawa Barat,18,Gearbox PLTBMaster,Turbine,1758.45,Operational,2,PLTB,3,Cloudy,28.1
618,618,2025-04-21 05:03:44.920375,2025,4,21,8,Lahendong,DKI Jakarta,97,Gearbox PLTBMaster,Gearbox,933.12,Maintenance,2,PLTB,7,Foggy,22.5
619,619,2023-06-29 07:06:44.920375,2023,6,29,24,Rantau Dedap,Jawa Barat,9,Alternator PLTGGen Pro,Engine,465.86,Maintenance,6,PLTG,7,Foggy,18.3
620,620,2024-11-09 17:50:44.920375,2024,11,9,21,Patuha,Lampung,48,PLTA Turbine T-Francis,Spillway Gate,1066.83,Standby,3,PLTA,6,Thunderstorm,35.4
621,621,2024-11-06 12:14:44.920375,2024,11,6,17,Sidrap,NTT,7,PLTS Panel Array Alpha,Mounting System,1068.59,Maintenance,1,PLTS,3,Cloudy,16.5
622,622,2024-02-25 09:33:44.920375,2024,2,25,13,Tanjung Jati B,Jawa Barat,47,Fuel Tank PetroStore 50KL,Generator Set,1456.18,Failed,6,PLTG,5,Rain Showers,31.1
623,623,2023-08-30 02:05:44.920375,2023,8,30,4,Kamojang,Sumatera Utara,60,Binary Cycle Plant GeoFlow,Heat Exchanger,485.53,Operational,4,PLTU,6,Thunderstorm,24.1
624,624,2025-03-20 04:27:44.920375,2025,3,20,7,Sibayak,Banten,32,Pelletizer BioFuel,Turbine,817.79,Degraded,5,PLTG,2,Partly Cloudy,11.8
625,625,2025-04-26 15:52:44.920375,2025,4,26,15,Muara Karang,Sumatera Utara,93,PLTB Turbine G100,Gearbox,372.34,Maintenance,2,PLTB,3,Cloudy,38.4
626,626,2024-06-24 19:11:44.920375,2024,6,24,18,Jeneponto,Banten,45,PLTG Generator CAT D1000,Fuel System,430.66,Failed,6,PLTG,4,Overcast,16.9
627,627,2024-11-27 00:34:44.920375,2024,11,27,24,Rantau Dedap,Jawa Barat,67,Steam Turbine GeoPower X1,Wellhead,628.07,Maintenance,4,PLTU,6,Thunderstorm,18.3
628,628,2025-03-11 05:21:44.920375,2025,3,11,6,Wayang PLTBu,NTT,57,Gearbox PLTBMaster,Turbine,321.43,Maintenance,2,PLTB,6,Thunderstorm,14.0
629,629,2024-02-19 05:04:44.920375,2024,2,19,11,Paiton,Sumatera Selatan,52,PLTG Boiler BioBurn R1,Gasifier,700.58,Failed,5,PLTG,3,Cloudy,26.2
630,630,2023-06-12 08:19:44.920375,2023,6,12,12,Suralaya,Jawa Timur,34,Steam Turbine GeoPower X1,Wellhead,1191.25,Maintenance,4,PLTU,6,Thunderstorm,11.7
631,631,2023-06-11 17:45:44.920375,2023,6,11,14,Grati,Jawa Tengah,32,Pelletizer BioFuel,Turbine,1711.14,Degraded,5,PLTG,8,Hazy,15.7
632,632,2024-02-14 11:56:44.920375,2024,2,14,6,Wayang PLTBu,NTT,91,Engine Cummins KTA50,Fuel System,1925.93,Degraded,6,PLTG,2,Partly Cloudy,30.7
633,633,2023-07-07 02:49:44.920375,2023,7,7,16,Tambak Lorok,Sulawesi Utara,8,Gearbox PLTBMaster,Generator,1979.64,Operational,2,PLTB,3,Cloudy,16.9
634,634,2023-09-12 00:19:44.920375,2023,9,12,6,Wayang PLTBu,NTT,63,Wellhead Unit AlphaTherm,Steam Turbine,1852.69,Maintenance,4,PLTU,8,Hazy,30.4
635,635,2025-05-11 14:32:44.920375,2025,5,11,6,Wayang PLTBu,NTT,66,Wellhead Unit AlphaTherm,Wellhead,734.09,Operational,4,PLTU,2,Partly Cloudy,10.5
636,636,2024-12-05 09:12:44.920375,2024,12,5,1,Karangkates,Jawa Timur,50,Pelletizer BioFuel,Gasifier,936.01,Operational,5,PLTG,2,Partly Cloudy,25.7
637,637,2024-02-23 12:10:44.920375,2024,2,23,21,Patuha,Lampung,33,Pelletizer BioFuel,Feeder System,122.98,Degraded,5,PLTG,7,Foggy,27.0
638,638,2025-04-06 22:38:44.920375,2025,4,6,24,Rantau Dedap,Jawa Barat,21,PLTS Panel B-Series X,Inverter,1710.46,Failed,1,PLTS,8,Hazy,25.1
639,639,2025-04-06 05:14:44.920375,2025,4,6,24,Rantau Dedap,Jawa Barat,41,Kaplan Turbine FlowMax,Generator,1947.51,Failed,3,PLTA,7,Foggy,18.5
640,640,2025-02-01 12:43:44.920375,2025,2,1,19,Likupang,DKI Jakarta,12,Steam Turbine BioSteam Z,Boiler,1618.98,Standby,5,PLTG,1,Clear,14.1
641,641,2024-07-09 01:59:44.920375,2024,7,9,11,Paiton,Sumatera Selatan,87,Binary Cycle Plant GeoFlow,Condenser,178.32,Operational,4,PLTU,6,Thunderstorm,30.3
642,642,2025-02-14 23:11:44.920375,2025,2,14,23,Sorik Marapi,Jawa Timur,56,Blade Set AeroPro,Generator,834.96,Failed,2,PLTB,6,Thunderstorm,16.8
643,643,2024-11-18 16:16:44.920375,2024,11,18,21,Patuha,Lampung,40,PLTS Panel Array Alpha,Inverter,824.22,Maintenance,1,PLTS,3,Cloudy,29.4
644,644,2025-01-11 21:48:44.920375,2025,1,11,2,Cirata,Jawa Barat,52,PLTG Boiler BioBurn R1,Gasifier,1588.15,Maintenance,5,PLTG,6,Thunderstorm,25.4
645,645,2023-08-08 04:27:44.920375,2023,8,8,17,Sidrap,NTT,78,Gasifier WoodChip X200,Turbine,1952.43,Operational,5,PLTG,4,Overcast,33.2
646,646,2023-12-02 06:58:44.920375,2023,12,2,8,Lahendong,DKI Jakarta,52,PLTG Boiler BioBurn R1,Gasifier,335.39,Standby,5,PLTG,3,Cloudy,39.7
647,647,2025-04-18 21:42:44.920375,2025,4,18,19,Likupang,DKI Jakarta,2,PLTA Turbine T-Francis,Generator,591.44,Degraded,3,PLTA,6,Thunderstorm,24.2
648,648,2024-08-01 23:50:44.920375,2024,8,1,5,Darajat,Sulawesi Utara,70,Steam Turbine GeoPower X1,Condenser,1780.71,Degraded,4,PLTU,8,Hazy,21.5
649,649,2023-10-26 20:24:44.920375,2023,10,26,18,Jeneponto,Banten,77,Wellhead Unit AlphaTherm,Steam Turbine,1147.29,Standby,4,PLTU,1,Clear,30.8
650,650,2024-11-13 14:06:44.920375,2024,11,13,15,Muara Karang,Sumatera Utara,90,Generator PLTAGenX,Turbine,1412.75,Degraded,3,PLTA,1,Clear,37.7
651,651,2025-04-10 18:41:44.920375,2025,4,10,24,Rantau Dedap,Jawa Barat,9,Alternator PLTGGen Pro,Engine,1776.81,Maintenance,6,PLTG,3,Cloudy,13.7
652,652,2024-06-06 06:57:44.920375,2024,6,6,10,Mataloko,Lampung,77,Wellhead Unit AlphaTherm,Steam Turbine,1633.59,Maintenance,4,PLTU,8,Hazy,36.4
653,653,2025-05-20 14:21:44.920375,2025,5,20,22,Dieng,Sumatera Selatan,23,Generator PLTAGenX,Spillway Gate,846.02,Standby,3,PLTA,4,Overcast,34.6
654,654,2024-11-11 07:12:44.920375,2024,11,11,6,Wayang PLTBu,NTT,91,Engine Cummins KTA50,Fuel System,1488.24,Maintenance,6,PLTG,1,Clear,34.4
655,655,2024-06-20 23:51:44.920375,2024,6,20,13,Tanjung Jati B,Jawa Barat,36,Wellhead Unit AlphaTherm,Wellhead,1034.95,Degraded,4,PLTU,7,Foggy,13.2
656,656,2023-10-31 15:10:44.920375,2023,10,31,24,Rantau Dedap,Jawa Barat,97,Gearbox PLTBMaster,Gearbox,1955.96,Operational,2,PLTB,6,Thunderstorm,28.6
657,657,2025-01-16 20:10:44.920375,2025,1,16,25,Muara Laboh,Jawa Tengah,28,PLTB Turbine Vestas V120,Generator,160.77,Maintenance,2,PLTB,6,Thunderstorm,24.2
658,658,2024-04-08 20:04:44.920375,2024,4,8,6,Wayang PLTBu,NTT,25,Kaplan Turbine FlowMax,Penstock,786.43,Failed,3,PLTA,2,Partly Cloudy,32.1
659,659,2024-08-31 06:05:44.920375,2024,8,31,9,Ulumbu,Sulawesi Selatan,49,Kaplan Turbine FlowMax,Generator,1129.42,Standby,3,PLTA,4,Overcast,26.3
660,660,2023-12-01 14:15:44.920375,2023,12,1,10,Mataloko,Lampung,58,Steam Turbine GeoPower X1,Wellhead,618.89,Operational,4,PLTU,3,Cloudy,26.0
661,661,2024-06-07 03:46:44.920375,2024,6,7,18,Jeneponto,Banten,36,Wellhead Unit AlphaTherm,Wellhead,1054.76,Failed,4,PLTU,5,Rain Showers,13.0
662,662,2024-08-28 18:58:44.920375,2024,8,28,9,Ulumbu,Sulawesi Selatan,97,Gearbox PLTBMaster,Gearbox,1458.11,Degraded,2,PLTB,2,Partly Cloudy,34.0
663,663,2025-04-02 21:03:44.920375,2025,4,2,16,Tambak Lorok,Sulawesi Utara,16,Steam Turbine GeoPower X1,Condenser,180.22,Standby,4,PLTU,6,Thunderstorm,33.2
664,664,2024-09-28 07:38:44.920375,2024,9,28,7,Sibayak,Banten,4,Alternator PLTGGen Pro,Generator Set,145.19,Maintenance,6,PLTG,1,Clear,23.3
665,665,2024-12-02 20:00:44.920375,2024,12,2,5,Darajat,Sulawesi Utara,37,PLTB Turbine G100,Turbine,1406.87,Standby,2,PLTB,6,Thunderstorm,27.6
666,666,2023-08-04 17:24:44.920375,2023,8,4,14,Grati,Jawa Tengah,25,Kaplan Turbine FlowMax,Penstock,289.46,Degraded,3,PLTA,3,Cloudy,31.0
667,667,2024-09-30 10:04:44.920375,2024,9,30,2,Cirata,Jawa Barat,8,Gearbox PLTBMaster,Generator,508.57,Failed,2,PLTB,7,Foggy,14.5
668,668,2024-07-18 07:32:44.920375,2024,7,18,7,Sibayak,Banten,71,PLTG Boiler BioBurn R1,Feeder System,1851.82,Degraded,5,PLTG,3,Cloudy,15.9
669,669,2025-05-10 21:19:44.920375,2025,5,10,6,Wayang PLTBu,NTT,27,PLTS Panel Array Alpha,Mounting System,214.32,Operational,1,PLTS,7,Foggy,31.5
670,670,2024-03-06 14:58:44.920375,2024,3,6,13,Tanjung Jati B,Jawa Barat,75,Kaplan Turbine FlowMax,Generator,240.35,Standby,3,PLTA,7,Foggy,39.1
671,671,2024-01-18 03:35:44.920375,2024,1,18,20,Gunung Salak,Sulawesi Selatan,72,Cooling Tower GeoCool,Heat Exchanger,176.67,Maintenance,4,PLTU,6,Thunderstorm,22.1
672,672,2023-07-01 08:43:44.920375,2023,7,1,7,Sibayak,Banten,7,PLTS Panel Array Alpha,Mounting System,1117.59,Failed,1,PLTS,7,Foggy,21.9
673,673,2024-08-18 00:21:44.920375,2024,8,18,10,Mataloko,Lampung,70,Steam Turbine GeoPower X1,Condenser,1830.15,Operational,4,PLTU,1,Clear,37.1
674,674,2024-03-24 23:12:44.920375,2024,3,24,20,Gunung Salak,Sulawesi Selatan,51,PLTA Turbine T-Francis,Turbine,1055.21,Failed,3,PLTA,5,Rain Showers,29.7
675,675,2024-07-15 11:50:44.920375,2024,7,15,24,Rantau Dedap,Jawa Barat,18,Gearbox PLTBMaster,Turbine,1566.08,Standby,2,PLTB,4,Overcast,17.1
676,676,2024-01-09 17:00:44.920375,2024,1,9,5,Darajat,Sulawesi Utara,50,Pelletizer BioFuel,Gasifier,1949.12,Standby,5,PLTG,1,Clear,20.6
677,677,2024-04-27 04:36:44.920375,2024,4,27,8,Lahendong,DKI Jakarta,41,Kaplan Turbine FlowMax,Generator,227.94,Degraded,3,PLTA,1,Clear,26.5
678,678,2023-10-27 08:51:44.920375,2023,10,27,13,Tanjung Jati B,Jawa Barat,53,Steam Turbine GeoPower X1,Steam Turbine,613.89,Standby,4,PLTU,1,Clear,25.5
679,679,2024-07-14 10:46:44.920375,2024,7,14,11,Paiton,Sumatera Selatan,100,Gearbox PLTBMaster,Generator,976.17,Degraded,2,PLTB,2,Partly Cloudy,20.2
680,680,2024-05-04 16:19:44.920375,2024,5,4,19,Likupang,DKI Jakarta,77,Wellhead Unit AlphaTherm,Steam Turbine,374.36,Standby,4,PLTU,7,Foggy,16.2
681,681,2025-05-13 02:40:44.920375,2025,5,13,23,Sorik Marapi,Jawa Timur,91,Engine Cummins KTA50,Fuel System,1962.48,Operational,6,PLTG,7,Foggy,29.8
682,682,2024-09-12 04:40:44.920375,2024,9,12,3,Saguling,Jawa Tengah,52,PLTG Boiler BioBurn R1,Gasifier,479.19,Failed,5,PLTG,4,Overcast,14.4
683,683,2023-10-23 11:51:44.920375,2023,10,23,5,Darajat,Sulawesi Utara,70,Steam Turbine GeoPower X1,Condenser,980.35,Standby,4,PLTU,3,Cloudy,12.9
684,684,2024-08-08 19:32:44.920375,2024,8,8,23,Sorik Marapi,Jawa Timur,49,Kaplan Turbine FlowMax,Generator,366.01,Standby,3,PLTA,6,Thunderstorm,12.2
685,685,2025-01-03 16:32:44.920375,2025,1,3,5,Darajat,Sulawesi Utara,77,Wellhead Unit AlphaTherm,Steam Turbine,1564.35,Degraded,4,PLTU,5,Rain Showers,22.9
686,686,2023-11-14 18:39:44.920375,2023,11,14,12,Suralaya,Jawa Timur,30,PLTG Generator CAT D1000,Generator Set,447.29,Operational,6,PLTG,7,Foggy,27.1
687,687,2024-05-14 15:04:44.920375,2024,5,14,21,Patuha,Lampung,31,Wellhead Unit AlphaTherm,Condenser,1773.2,Degraded,4,PLTU,7,Foggy,17.1
688,688,2023-06-04 19:49:44.920375,2023,6,4,6,Wayang PLTBu,NTT,75,Kaplan Turbine FlowMax,Generator,1285.62,Standby,3,PLTA,7,Foggy,11.9
689,689,2023-07-28 13:02:44.920375,2023,7,28,1,Karangkates,Jawa Timur,31,Wellhead Unit AlphaTherm,Condenser,993.82,Maintenance,4,PLTU,3,Cloudy,34.4
690,690,2023-09-22 08:25:44.920375,2023,9,22,12,Suralaya,Jawa Timur,41,Kaplan Turbine FlowMax,Generator,1547.44,Maintenance,3,PLTA,2,Partly Cloudy,23.2
691,691,2025-02-22 05:13:44.920375,2025,2,22,6,Wayang PLTBu,NTT,6,PLTS Panel B-Series X,Mounting System,366.79,Standby,1,PLTS,6,Thunderstorm,37.3
692,692,2025-03-14 09:51:44.920375,2025,3,14,9,Ulumbu,Sulawesi Selatan,49,Kaplan Turbine FlowMax,Generator,343.85,Standby,3,PLTA,2,Partly Cloudy,12.8
693,693,2024-04-02 06:03:44.920375,2024,4,2,12,Suralaya,Jawa Timur,9,Alternator PLTGGen Pro,Engine,1988.6,Maintenance,6,PLTG,6,Thunderstorm,31.2
694,694,2025-03-03 12:44:44.920375,2025,3,3,1,Karangkates,Jawa Timur,44,PLTG Generator CAT D1000,Exhaust System,1797.45,Operational,6,PLTG,1,Clear,35.5
695,695,2024-04-23 10:03:44.920375,2024,4,23,14,Grati,Jawa Tengah,27,PLTS Panel Array Alpha,Mounting System,1947.93,Degraded,1,PLTS,8,Hazy,26.7
696,696,2024-04-25 09:34:44.920375,2024,4,25,9,Ulumbu,Sulawesi Selatan,32,Pelletizer BioFuel,Turbine,754.71,Degraded,5,PLTG,6,Thunderstorm,35.2
697,697,2023-09-20 06:16:44.920375,2023,9,20,1,Karangkates,Jawa Timur,59,Pelton Wheel AquaForce,Turbine,336.31,Maintenance,3,PLTA,4,Overcast,27.1
698,698,2024-05-25 23:48:44.920375,2024,5,25,2,Cirata,Jawa Barat,83,PLTG Boiler BioBurn R1,Gasifier,1434.92,Degraded,5,PLTG,5,Rain Showers,34.3
699,699,2024-04-16 23:29:44.920375,2024,4,16,20,Gunung Salak,Sulawesi Selatan,40,PLTS Panel Array Alpha,Inverter,1140.16,Operational,1,PLTS,4,Overcast,11.6
700,700,2023-10-04 13:42:44.920375,2023,10,4,4,Kamojang,Sumatera Utara,47,Fuel Tank PetroStore 50KL,Generator Set,1274.49,Degraded,6,PLTG,2,Partly Cloudy,25.9
701,701,2023-08-05 10:40:44.920375,2023,8,5,4,Kamojang,Sumatera Utara,50,Pelletizer BioFuel,Gasifier,1998.13,Failed,5,PLTG,8,Hazy,11.9
702,702,2025-01-31 08:34:44.920375,2025,1,31,13,Tanjung Jati B,Jawa Barat,5,Pelletizer BioFuel,Gasifier,1724.93,Operational,5,PLTG,1,Clear,31.0
703,703,2023-11-06 21:59:44.920375,2023,11,6,12,Suralaya,Jawa Timur,40,PLTS Panel Array Alpha,Inverter,1276.49,Maintenance,1,PLTS,4,Overcast,32.3
704,704,2024-02-04 05:59:44.920375,2024,2,4,17,Sidrap,NTT,57,Gearbox PLTBMaster,Turbine,619.98,Standby,2,PLTB,5,Rain Showers,29.2
705,705,2024-03-08 08:16:44.920375,2024,3,8,20,Gunung Salak,Sulawesi Selatan,82,Wellhead Unit AlphaTherm,Condenser,1805.48,Failed,4,PLTU,5,Rain Showers,35.8
706,706,2024-12-06 06:42:44.920375,2024,12,6,13,Tanjung Jati B,Jawa Barat,50,Pelletizer BioFuel,Gasifier,1747.45,Degraded,5,PLTG,6,Thunderstorm,10.3
707,707,2023-12-18 23:33:44.920375,2023,12,18,13,Tanjung Jati B,Jawa Barat,61,Inverter SolMax 5000,Inverter,484.1,Failed,1,PLTS,8,Hazy,14.5
708,708,2023-06-28 01:59:44.920375,2023,6,28,6,Wayang PLTBu,NTT,61,Inverter SolMax 5000,Inverter,1376.53,Maintenance,1,PLTS,4,Overcast,12.3
709,709,2025-02-19 12:16:44.920375,2025,2,19,9,Ulumbu,Sulawesi Selatan,84,PLTS Panel Array Alpha,Tracker,1650.75,Standby,1,PLTS,1,Clear,10.2
710,710,2024-04-06 11:13:44.920375,2024,4,6,9,Ulumbu,Sulawesi Selatan,23,Generator PLTAGenX,Spillway Gate,1204.84,Standby,3,PLTA,3,Cloudy,35.6
711,711,2025-01-11 17:35:44.920375,2025,1,11,9,Ulumbu,Sulawesi Selatan,21,PLTS Panel B-Series X,Inverter,1022.6,Operational,1,PLTS,2,Partly Cloudy,28.0
712,712,2025-01-05 01:20:44.920375,2025,1,5,18,Jeneponto,Banten,42,Engine Cummins KTA50,Generator Set,260.51,Degraded,6,PLTG,3,Cloudy,23.4
713,713,2023-07-23 16:35:44.920375,2023,7,23,2,Cirata,Jawa Barat,13,PLTS Panel Array Alpha,Photovoltaic Panel,543.13,Maintenance,1,PLTS,1,Clear,16.1
714,714,2024-04-30 16:41:44.920375,2024,4,30,13,Tanjung Jati B,Jawa Barat,2,PLTA Turbine T-Francis,Generator,1256.45,Failed,3,PLTA,2,Partly Cloudy,28.9
715,715,2024-04-24 23:17:44.920375,2024,4,24,25,Muara Laboh,Jawa Tengah,58,Steam Turbine GeoPower X1,Wellhead,1569.14,Standby,4,PLTU,1,Clear,17.0
716,716,2024-01-15 14:47:44.920375,2024,1,15,5,Darajat,Sulawesi Utara,63,Wellhead Unit AlphaTherm,Steam Turbine,983.93,Standby,4,PLTU,7,Foggy,19.8
717,717,2024-05-28 16:36:44.920375,2024,5,28,25,Muara Laboh,Jawa Tengah,37,PLTB Turbine G100,Turbine,1238.73,Standby,2,PLTB,1,Clear,37.6
718,718,2024-05-18 00:49:44.920375,2024,5,18,11,Paiton,Sumatera Selatan,31,Wellhead Unit AlphaTherm,Condenser,1774.65,Standby,4,PLTU,6,Thunderstorm,27.8
719,719,2023-06-02 19:20:44.920375,2023,6,2,20,Gunung Salak,Sulawesi Selatan,78,Gasifier WoodChip X200,Turbine,1835.33,Standby,5,PLTG,6,Thunderstorm,13.0
720,720,2024-10-15 17:46:44.920375,2024,10,15,3,Saguling,Jawa Tengah,52,PLTG Boiler BioBurn R1,Gasifier,197.18,Maintenance,5,PLTG,4,Overcast,34.4
721,721,2024-09-04 15:29:44.920375,2024,9,4,21,Patuha,Lampung,81,PLTG Generator CAT D1000,Engine,252.2,Maintenance,6,PLTG,1,Clear,25.7
722,722,2024-03-14 16:01:44.920375,2024,3,14,18,Jeneponto,Banten,36,Wellhead Unit AlphaTherm,Wellhead,1448.69,Degraded,4,PLTU,4,Overcast,13.4
723,723,2023-11-10 20:25:44.920375,2023,11,10,19,Likupang,DKI Jakarta,55,PLTA Turbine T-Francis,Turbine,647.57,Maintenance,3,PLTA,2,Partly Cloudy,24.6
724,724,2024-06-06 22:01:44.920375,2024,6,6,21,Patuha,Lampung,72,Cooling Tower GeoCool,Heat Exchanger,1892.81,Failed,4,PLTU,4,Overcast,12.6
725,725,2023-08-29 21:27:44.920375,2023,8,29,2,Cirata,Jawa Barat,96,Steam Turbine BioSteam Z,Turbine,882.43,Operational,5,PLTG,3,Cloudy,28.0
726,726,2024-06-14 10:31:44.920375,2024,6,14,18,Jeneponto,Banten,73,Wellhead Unit AlphaTherm,Steam Turbine,1557.55,Standby,4,PLTU,3,Cloudy,33.5
727,727,2024-03-10 02:58:44.920375,2024,3,10,9,Ulumbu,Sulawesi Selatan,29,PLTB Turbine Vestas V120,Nacelle,158.44,Standby,2,PLTB,5,Rain Showers,31.9
728,728,2023-09-16 15:30:44.920375,2023,9,16,12,Suralaya,Jawa Timur,74,Steam Turbine BioSteam Z,Gasifier,599.67,Degraded,5,PLTG,3,Cloudy,17.0
729,729,2024-09-15 10:01:44.920375,2024,9,15,2,Cirata,Jawa Barat,78,Gasifier WoodChip X200,Turbine,1657.89,Operational,5,PLTG,1,Clear,21.2
730,730,2025-01-20 17:49:44.920375,2025,1,20,9,Ulumbu,Sulawesi Selatan,54,Binary Cycle Plant GeoFlow,Steam Turbine,652.69,Degraded,4,PLTU,6,Thunderstorm,30.2
731,731,2024-09-14 03:58:44.920375,2024,9,14,17,Sidrap,NTT,59,Pelton Wheel AquaForce,Turbine,604.39,Operational,3,PLTA,7,Foggy,17.2
732,732,2024-12-27 11:08:44.920375,2024,12,27,3,Saguling,Jawa Tengah,39,PLTS Panel B-Series X,Mounting System,456.96,Maintenance,1,PLTS,1,Clear,30.1
733,733,2025-04-25 23:33:44.920375,2025,4,25,5,Darajat,Sulawesi Utara,51,PLTA Turbine T-Francis,Turbine,406.51,Operational,3,PLTA,2,Partly Cloudy,36.8
734,734,2024-01-22 17:08:44.920375,2024,1,22,22,Dieng,Sumatera Selatan,48,PLTA Turbine T-Francis,Spillway Gate,447.44,Failed,3,PLTA,2,Partly Cloudy,31.6
735,735,2023-07-02 04:09:44.920375,2023,7,2,7,Sibayak,Banten,25,Kaplan Turbine FlowMax,Penstock,992.78,Degraded,3,PLTA,4,Overcast,24.0
736,736,2024-03-20 17:23:44.920375,2024,3,20,11,Paiton,Sumatera Selatan,88,Blade Set AeroPro,Turbine,1272.58,Standby,2,PLTB,8,Hazy,18.8
